Systematic Name,Standard Name,Qualifier
YDL024C,DIA3,Verified
YDL025C,RTK1,Verified
YDL026W,,Dubious
YDL027C,MRX9,Uncharacterized
YDL028C,MPS1,Verified
YDL029W,ARP2,Verified
YDL030W,PRP9,Verified
YDL031W,DBP10,Verified
YDL032W,,Dubious
YDL033C,SLM3,Verified
YDL034W,,Dubious
YDL035C,GPR1,Verified
YDL036C,PUS9,Verified
YDL037C,BSC1,Verified
YDL039C,PRM7,Verified
YDL040C,NAT1,Verified
YDL041W,,Dubious
YDL042C,SIR2,Verified
YDL043C,PRP11,Verified
YDL044C,MTF2,Verified
YDL045C,FAD1,Verified
YDL046W,NPC2,Verified
YDL047W,SIT4,Verified
YDL048C,STP4,Verified
YDL049C,KNH1,Verified
YDL050C,,Dubious
YDL051W,LHP1,Verified
YDL052C,SLC1,Verified
YDL053C,PBP4,Verified
YDL054C,MCH1,Verified
YDL055C,PSA1,Verified
YDL056W,MBP1,Verified
YDL057W,,Uncharacterized
YDL058W,USO1,Verified
YDL059C,RAD59,Verified
YDL060W,TSR1,Verified
YDL061C,RPS29B,Verified
YDL062W,,Dubious
YDL063C,SYO1,Verified
YDL064W,UBC9,Verified
YDL065C,PEX19,Verified
YDL066W,IDP1,Verified
YDL067C,COX9,Verified
YDL068W,,Dubious
YDL069C,CBS1,Verified
YDL070W,BDF2,Verified
YDL071C,,Dubious
YDL072C,YET3,Verified
YDL073W,AHK1,Verified
YDL074C,BRE1,Verified
YDL075W,RPL31A,Verified
YDL076C,RXT3,Verified
YDL077C,VAM6,Verified
YDL078C,MDH3,Verified
YDL079C,MRK1,Verified
YDL080C,THI3,Verified
YDL081C,RPP1A,Verified
YDL082W,RPL13A,Verified
YDL083C,RPS16B,Verified
YDL084W,SUB2,Verified
YDL085W,NDE2,Verified
YDL086W,,Uncharacterized
YDL087C,LUC7,Verified
YDL088C,ASM4,Verified
YDL089W,NUR1,Verified
YDL090C,RAM1,Verified
YDL091C,UBX3,Verified
YDL092W,SRP14,Verified
YDL093W,PMT5,Verified
YDL094C,,Dubious
YDL095W,PMT1,Verified
YDL096C,OPI6,Dubious
YDL097C,RPN6,Verified
YDL098C,SNU23,Verified
YDL099W,BUG1,Verified
YDL100C,GET3,Verified
YDL101C,DUN1,Verified
YDL102W,POL3,Verified
YDL103C,QRI1,Verified
YDL104C,QRI7,Verified
YDL105W,NSE4,Verified
YDL106C,PHO2,Verified
YDL107W,MSS2,Verified
YDL108W,KIN28,Verified
YDL109C,,Uncharacterized
YDL110C,TMA17,Verified
YDL111C,RRP42,Verified
YDL112W,TRM3,Verified
YDL113C,ATG20,Verified
YDL114W,,Uncharacterized
YDL115C,IWR1,Verified
YDL116W,NUP84,Verified
YDL117W,CYK3,Verified
YDL118W,,Dubious
YDL119C,HEM25,Verified
YDL120W,YFH1,Verified
YDL121C,,Uncharacterized
YDL122W,UBP1,Verified
YDL123W,SNA4,Verified
YDL124W,,Verified
YDL125C,HNT1,Verified
YDL126C,CDC48,Verified
YDL127W,PCL2,Verified
YDL128W,VCX1,Verified
YDL129W,,Verified
YDL130W,RPP1B,Verified
YDL131W,LYS21,Verified
YDL132W,CDC53,Verified
YDL133W,SRF1,Verified
YDL134C,PPH21,Verified
YDL133C-A,RPL41B,Verified
YDL135C,RDI1,Verified
YDL136W,RPL35B,Verified
YDL137W,ARF2,Verified
YDL138W,RGT2,Verified
YDL139C,SCM3,Verified
YDL140C,RPO21,Verified
YDL141W,BPL1,Verified
YDL142C,CRD1,Verified
YDL143W,CCT4,Verified
YDL144C,,Verified
YDL145C,COP1,Verified
YDL146W,LDB17,Verified
YDL147W,RPN5,Verified
YDL148C,NOP14,Verified
YDL149W,ATG9,Verified
YDL150W,RPC53,Verified
YDL151C,BUD30,Dubious
YDL152W,,Dubious
YDL153C,SAS10,Verified
YDL154W,MSH5,Verified
YDL155W,CLB3,Verified
YDL156W,CMR1,Verified
YDL157C,,Uncharacterized
YDL158C,,Dubious
YDL159W,STE7,Verified
YDL160C,DHH1,Verified
YDL161W,ENT1,Verified
YDL162C,,Dubious
YDL163W,,Dubious
YDL164C,CDC9,Verified
YDL165W,CDC36,Verified
YDL166C,FAP7,Verified
YDL167C,NRP1,Verified
YDL168W,SFA1,Verified
YDL169C,UGX2,Verified
YDL170W,UGA3,Verified
YDL171C,GLT1,Verified
YDL172C,,Dubious
YDL173W,PAR32,Verified
YDL174C,DLD1,Verified
YDL175C,AIR2,Verified
YDL176W,,Verified
YDL177C,,Uncharacterized
YDL178W,DLD2,Verified
YDL179W,PCL9,Verified
YDL180W,,Uncharacterized
YDL181W,INH1,Verified
YDL182W,LYS20,Verified
YDL183C,,Verified
YDL184C,RPL41A,Verified
YDL185W,VMA1,Verified
YDL186W,,Uncharacterized
YDL187C,,Dubious
YDL188C,PPH22,Verified
YDL189W,RBS1,Verified
YDL190C,UFD2,Verified
YDL191W,RPL35A,Verified
YDL192W,ARF1,Verified
YDL193W,NUS1,Verified
YDL194W,SNF3,Verified
YDL195W,SEC31,Verified
YDL196W,,Dubious
YDL197C,ASF2,Verified
YDL198C,GGC1,Verified
YDL199C,,Uncharacterized
YDL200C,MGT1,Verified
YDL201W,TRM8,Verified
YDL202W,MRPL11,Verified
YDL203C,ACK1,Verified
YDL204W,RTN2,Verified
YDL205C,HEM3,Verified
YDL206W,,Uncharacterized
YDL207W,GLE1,Verified
YDL208W,NHP2,Verified
YDL209C,CWC2,Verified
YDL210W,UGA4,Verified
YDL211C,,Uncharacterized
YDL212W,SHR3,Verified
YDL213C,NOP6,Verified
YDL214C,PRR2,Verified
YDL215C,GDH2,Verified
YDL216C,RRI1,Verified
YDL217C,TIM22,Verified
YDL218W,,Uncharacterized
YDL219W,DTD1,Verified
YDL220C,CDC13,Verified
YDL221W,,Dubious
YDL222C,FMP45,Verified
YDL223C,HBT1,Verified
YDL224C,WHI4,Verified
YDL225W,SHS1,Verified
YDL226C,GCS1,Verified
YDL227C,HO,Verified
YDL228C,,Dubious
YDL229W,SSB1,Verified
YDL230W,PTP1,Verified
YDL231C,BRE4,Verified
YDL232W,OST4,Verified
YDL233W,MFG1,Uncharacterized
YDL234C,GYP7,Verified
YDL235C,YPD1,Verified
YDL236W,PHO13,Verified
YDL237W,AIM6,Verified
YDL238C,GUD1,Verified
YDL239C,ADY3,Verified
YDL240W,LRG1,Verified
YDL241W,,Uncharacterized
YDL242W,,Dubious
YDL243C,AAD4,Verified
YDL244W,THI13,Verified
YDL245C,HXT15,Verified
YDL246C,SOR2,Verified
YDL247W,MPH2,Verified
YDL248W,COS7,Verified
YDR001C,NTH1,Verified
YDR002W,YRB1,Verified
YDR003W,RCR2,Verified
YDR004W,RAD57,Verified
YDR005C,MAF1,Verified
YDR006C,SOK1,Verified
YDR007W,TRP1,Verified
YDR008C,,Dubious
YDR009W,GAL3,Verified
YDR010C,,Dubious
YDR011W,SNQ2,Verified
YDR012W,RPL4B,Verified
YDR013W,PSF1,Verified
YDR014W,RAD61,Verified
YDR015C,,Dubious
YDR016C,DAD1,Verified
YDR017C,KCS1,Verified
YDR018C,,Uncharacterized
YDR019C,GCV1,Verified
YDR020C,DAS2,Uncharacterized
YDR021W,FAL1,Verified
YDR022C,ATG31,Verified
YDR023W,SES1,Verified
YDR024W,FYV1,Dubious
YDR025W,RPS11A,Verified
YDR026C,NSI1,Verified
YDR027C,VPS54,Verified
YDR028C,REG1,Verified
YDR029W,,Uncharacterized
YDR030C,RAD28,Verified
YDR031W,MIX14,Verified
YDR032C,PST2,Verified
YDR033W,MRH1,Verified
YDR034C,LYS14,Verified
YDR035W,ARO3,Verified
YDR036C,EHD3,Verified
YDR037W,KRS1,Verified
YDR038C,ENA5,Verified
YDR039C,ENA2,Verified
YDR040C,ENA1,Verified
YDR041W,RSM10,Verified
YDR042C,,Uncharacterized
YDR043C,NRG1,Verified
YDR044W,HEM13,Verified
YDR045C,RPC11,Verified
YDR046C,BAP3,Verified
YDR047W,HEM12,Verified
YDR048C,,Dubious
YDR049W,VMS1,Verified
YDR050C,TPI1,Verified
YDR051C,DET1,Verified
YDR052C,DBF4,Verified
YDR053W,,Dubious
YDR054C,CDC34,Verified
YDR055W,PST1,Verified
YDR056C,EMC10,Uncharacterized
YDR057W,YOS9,Verified
YDR058C,TGL2,Verified
YDR059C,UBC5,Verified
YDR060W,MAK21,Verified
YDR061W,,Uncharacterized
YDR062W,LCB2,Verified
YDR063W,AIM7,Verified
YDR064W,RPS13,Verified
YDR065W,RRG1,Verified
YDR066C,RTR2,Verified
YDR067C,OCA6,Uncharacterized
YDR068W,DOS2,Verified
YDR069C,DOA4,Verified
YDR070C,FMP16,Verified
YDR071C,PAA1,Verified
YDR072C,IPT1,Verified
YDR073W,SNF11,Verified
YDR074W,TPS2,Verified
YDR075W,PPH3,Verified
YDR076W,RAD55,Verified
YDR077W,SED1,Verified
YDR078C,SHU2,Verified
YDR079W,PET100,Verified
YDR080W,VPS41,Verified
YDR081C,PDC2,Verified
YDR082W,STN1,Verified
YDR083W,RRP8,Verified
YDR084C,TVP23,Verified
YDR085C,AFR1,Verified
YDR086C,SSS1,Verified
YDR087C,RRP1,Verified
YDR088C,SLU7,Verified
YDR089W,VTC5,Verified
YDR090C,,Uncharacterized
YDR091C,RLI1,Verified
YDR092W,UBC13,Verified
YDR093W,DNF2,Verified
YDR094W,,Dubious
YDR095C,,Dubious
YDR096W,GIS1,Verified
YDR097C,MSH6,Verified
YDR098C,GRX3,Verified
YDR099W,BMH2,Verified
YDR100W,TVP15,Verified
YDR101C,ARX1,Verified
YDR102C,,Uncharacterized
YDR103W,STE5,Verified
YDR104C,SPO71,Verified
YDR105C,TMS1,Verified
YDR106W,ARP10,Verified
YDR107C,TMN2,Verified
YDR108W,TRS85,Verified
YDR109C,,Uncharacterized
YDR110W,FOB1,Verified
YDR111C,ALT2,Uncharacterized
YDR112W,IRC2,Dubious
YDR113C,PDS1,Verified
YDR114C,,Uncharacterized
YDR115W,MRX14,Verified
YDR116C,MRPL1,Verified
YDR117C,TMA64,Verified
YDR118W,APC4,Verified
YDR119W,VBA4,Uncharacterized
YDR120C,TRM1,Verified
YDR121W,DPB4,Verified
YDR122W,KIN1,Verified
YDR123C,INO2,Verified
YDR124W,,Uncharacterized
YDR125C,ECM18,Verified
YDR126W,SWF1,Verified
YDR127W,ARO1,Verified
YDR128W,MTC5,Verified
YDR129C,SAC6,Verified
YDR130C,FIN1,Verified
YDR131C,,Verified
YDR132C,,Verified
YDR133C,,Dubious
YDR135C,YCF1,Verified
YDR136C,VPS61,Dubious
YDR137W,RGP1,Verified
YDR138W,HPR1,Verified
YDR139C,RUB1,Verified
YDR140W,MTQ2,Verified
YDR141C,DOP1,Verified
YDR142C,PEX7,Verified
YDR143C,SAN1,Verified
YDR144C,MKC7,Verified
YDR145W,TAF12,Verified
YDR146C,SWI5,Verified
YDR147W,EKI1,Verified
YDR148C,KGD2,Verified
YDR149C,,Dubious
YDR150W,NUM1,Verified
YDR151C,CTH1,Verified
YDR152W,GIR2,Verified
YDR153C,ENT5,Verified
YDR154C,,Dubious
YDR155C,CPR1,Verified
YDR156W,RPA14,Verified
YDR157W,,Dubious
YDR158W,HOM2,Verified
YDR159W,SAC3,Verified
YDR160W,SSY1,Verified
YDR161W,ACL4,Verified
YDR162C,NBP2,Verified
YDR163W,CWC15,Verified
YDR164C,SEC1,Verified
YDR165W,TRM82,Verified
YDR166C,SEC5,Verified
YDR167W,TAF10,Verified
YDR168W,CDC37,Verified
YDR169C,STB3,Verified
YDR170C,SEC7,Verified
YDR171W,HSP42,Verified
YDR172W,SUP35,Verified
YDR173C,ARG82,Verified
YDR174W,HMO1,Verified
YDR175C,RSM24,Verified
YDR176W,NGG1,Verified
YDR177W,UBC1,Verified
YDR178W,SDH4,Verified
YDR179C,CSN9,Verified
YDR179W-A,NVJ3,Verified
YDR180W,SCC2,Verified
YDR181C,SAS4,Verified
YDR182W,CDC1,Verified
YDR183W,PLP1,Verified
YDR184C,ATC1,Verified
YDR185C,UPS3,Verified
YDR186C,,Verified
YDR187C,,Dubious
YDR188W,CCT6,Verified
YDR189W,SLY1,Verified
YDR190C,RVB1,Verified
YDR191W,HST4,Verified
YDR192C,NUP42,Verified
YDR193W,,Dubious
YDR194C,MSS116,Verified
YDR195W,REF2,Verified
YDR196C,CAB5,Verified
YDR197W,CBS2,Verified
YDR198C,RKM2,Verified
YDR199W,,Dubious
YDR200C,VPS64,Verified
YDR201W,SPC19,Verified
YDR202C,RAV2,Verified
YDR203W,,Dubious
YDR204W,COQ4,Verified
YDR205W,MSC2,Verified
YDR206W,EBS1,Verified
YDR207C,UME6,Verified
YDR208W,MSS4,Verified
YDR209C,,Uncharacterized
YDR210W,,Uncharacterized
YDR211W,GCD6,Verified
YDR212W,TCP1,Verified
YDR213W,UPC2,Verified
YDR214W,AHA1,Verified
YDR215C,,Dubious
YDR216W,ADR1,Verified
YDR217C,RAD9,Verified
YDR218C,SPR28,Verified
YDR219C,MFB1,Verified
YDR220C,,Dubious
YDR221W,GTB1,Verified
YDR222W,,Uncharacterized
YDR223W,CRF1,Verified
YDR224C,HTB1,Verified
YDR225W,HTA1,Verified
YDR226W,ADK1,Verified
YDR227W,SIR4,Verified
YDR228C,PCF11,Verified
YDR229W,IVY1,Verified
YDR230W,,Dubious
YDR231C,COX20,Verified
YDR232W,HEM1,Verified
YDR233C,RTN1,Verified
YDR234W,LYS4,Verified
YDR235W,PRP42,Verified
YDR236C,FMN1,Verified
YDR237W,MRPL7,Verified
YDR238C,SEC26,Verified
YDR239C,,Verified
YDR240C,SNU56,Verified
YDR241W,BUD26,Dubious
YDR242W,AMD2,Verified
YDR243C,PRP28,Verified
YDR244W,PEX5,Verified
YDR245W,MNN10,Verified
YDR246W,TRS23,Verified
YDR247W,VHS1,Verified
YDR248C,,Uncharacterized
YDR249C,,Uncharacterized
YDR250C,,Dubious
YDR251W,PAM1,Verified
YDR252W,BTT1,Verified
YDR253C,MET32,Verified
YDR254W,CHL4,Verified
YDR255C,RMD5,Verified
YDR256C,CTA1,Verified
YDR257C,RKM4,Verified
YDR258C,HSP78,Verified
YDR259C,YAP6,Verified
YDR260C,SWM1,Verified
YDR261C,EXG2,Verified
YDR262W,,Uncharacterized
YDR263C,DIN7,Verified
YDR264C,AKR1,Verified
YDR265W,PEX10,Verified
YDR266C,HEL2,Verified
YDR267C,CIA1,Verified
YDR268W,MSW1,Verified
YDR269C,,Dubious
YDR270W,CCC2,Verified
YDR271C,,Dubious
YDR272W,GLO2,Verified
YDR273W,DON1,Verified
YDR274C,,Uncharacterized
YDR275W,BSC2,Verified
YDR276C,PMP3,Verified
YDR277C,MTH1,Verified
YDR278C,,Uncharacterized
YDR279W,RNH202,Verified
YDR280W,RRP45,Verified
YDR281C,PHM6,Verified
YDR282C,MRX10,Verified
YDR283C,GCN2,Verified
YDR284C,DPP1,Verified
YDR285W,ZIP1,Verified
YDR286C,,Uncharacterized
YDR287W,INM2,Verified
YDR288W,NSE3,Verified
YDR289C,RTT103,Verified
YDR290W,,Dubious
YDR291W,HRQ1,Verified
YDR292C,SRP101,Verified
YDR293C,SSD1,Verified
YDR294C,DPL1,Verified
YDR295C,HDA2,Verified
YDR296W,MHR1,Verified
YDR297W,SUR2,Verified
YDR298C,ATP5,Verified
YDR299W,BFR2,Verified
YDR300C,PRO1,Verified
YDR301W,CFT1,Verified
YDR302W,GPI11,Verified
YDR303C,RSC3,Verified
YDR304C,CPR5,Verified
YDR305C,HNT2,Verified
YDR306C,,Verified
YDR307W,PMT7,Uncharacterized
YDR308C,SRB7,Verified
YDR309C,GIC2,Verified
YDR310C,SUM1,Verified
YDR311W,TFB1,Verified
YDR312W,SSF2,Verified
YDR313C,PIB1,Verified
YDR314C,RAD34,Verified
YDR315C,IPK1,Verified
YDR316W,OMS1,Verified
YDR317W,HIM1,Verified
YDR318W,MCM21,Verified
YDR319C,YFT2,Uncharacterized
YDR320C,SWA2,Verified
YDR321W,ASP1,Verified
YDR322W,MRPL35,Verified
YDR323C,PEP7,Verified
YDR324C,UTP4,Verified
YDR325W,YCG1,Verified
YDR326C,YSP2,Verified
YDR327W,,Dubious
YDR328C,SKP1,Verified
YDR329C,PEX3,Verified
YDR330W,UBX5,Verified
YDR331W,GPI8,Verified
YDR332W,IRC3,Verified
YDR333C,RQC1,Verified
YDR334W,SWR1,Verified
YDR335W,MSN5,Verified
YDR336W,MRX8,Uncharacterized
YDR337W,MRPS28,Verified
YDR338C,,Uncharacterized
YDR339C,FCF1,Verified
YDR340W,,Dubious
YDR341C,,Verified
YDR342C,HXT7,Verified
YDR343C,HXT6,Verified
YDR344C,,Dubious
YDR345C,HXT3,Verified
YDR346C,SVF1,Verified
YDR347W,MRP1,Verified
YDR348C,PAL1,Verified
YDR349C,YPS7,Verified
YDR350C,ATP22,Verified
YDR351W,SBE2,Verified
YDR352W,YPQ2,Verified
YDR353W,TRR1,Verified
YDR354W,TRP4,Verified
YDR355C,,Dubious
YDR356W,SPC110,Verified
YDR357C,CNL1,Verified
YDR358W,GGA1,Verified
YDR359C,EAF1,Verified
YDR360W,OPI7,Dubious
YDR361C,BCP1,Verified
YDR362C,TFC6,Verified
YDR363W,ESC2,Verified
YDR364C,CDC40,Verified
YDR365C,ESF1,Verified
YDR366C,,Uncharacterized
YDR367W,KEI1,Verified
YDR368W,YPR1,Verified
YDR369C,XRS2,Verified
YDR370C,DXO1,Verified
YDR371W,CTS2,Uncharacterized
YDR372C,VPS74,Verified
YDR373W,FRQ1,Verified
YDR374C,PHO92,Verified
YDR375C,BCS1,Verified
YDR376W,ARH1,Verified
YDR377W,ATP17,Verified
YDR378C,LSM6,Verified
YDR379W,RGA2,Verified
YDR380W,ARO10,Verified
YDR381W,YRA1,Verified
YDR382W,RPP2B,Verified
YDR383C,NKP1,Verified
YDR384C,ATO3,Verified
YDR385W,EFT2,Verified
YDR386W,MUS81,Verified
YDR387C,CIN10,Uncharacterized
YDR388W,RVS167,Verified
YDR389W,SAC7,Verified
YDR390C,UBA2,Verified
YDR391C,,Uncharacterized
YDR392W,SPT3,Verified
YDR393W,SHE9,Verified
YDR394W,RPT3,Verified
YDR395W,SXM1,Verified
YDR396W,,Dubious
YDR397C,NCB2,Verified
YDR398W,UTP5,Verified
YDR399W,HPT1,Verified
YDR400W,URH1,Verified
YDR401W,,Dubious
YDR402C,DIT2,Verified
YDR403W,DIT1,Verified
YDR404C,RPB7,Verified
YDR405W,MRP20,Verified
YDR406W,PDR15,Verified
YDR407C,TRS120,Verified
YDR408C,ADE8,Verified
YDR409W,SIZ1,Verified
YDR410C,STE14,Verified
YDR411C,DFM1,Verified
YDR412W,RRP17,Verified
YDR413C,,Dubious
YDR414C,ERD1,Verified
YDR415C,,Uncharacterized
YDR416W,SYF1,Verified
YDR417C,,Dubious
YDR418W,RPL12B,Verified
YDR419W,RAD30,Verified
YDR420W,HKR1,Verified
YDR421W,ARO80,Verified
YDR422C,SIP1,Verified
YDR423C,CAD1,Verified
YDR424C,DYN2,Verified
YDR425W,SNX41,Verified
YDR426C,,Dubious
YDR427W,RPN9,Verified
YDR428C,BNA7,Verified
YDR429C,TIF35,Verified
YDR430C,CYM1,Verified
YDR431W,,Dubious
YDR432W,NPL3,Verified
YDR433W,,Dubious
YDR434W,GPI17,Verified
YDR435C,PPM1,Verified
YDR436W,PPZ2,Verified
YDR437W,GPI19,Verified
YDR438W,THI74,Verified
YDR439W,LRS4,Verified
YDR440W,DOT1,Verified
YDR441C,APT2,Verified
YDR442W,,Dubious
YDR443C,SSN2,Verified
YDR444W,,Uncharacterized
YDR445C,,Dubious
YDR446W,ECM11,Verified
YDR447C,RPS17B,Verified
YDR448W,ADA2,Verified
YDR449C,UTP6,Verified
YDR450W,RPS18A,Verified
YDR451C,YHP1,Verified
YDR452W,PPN1,Verified
YDR453C,TSA2,Verified
YDR454C,GUK1,Verified
YDR455C,,Dubious
YDR456W,NHX1,Verified
YDR457W,TOM1,Verified
YDR458C,HEH2,Verified
YDR459C,PFA5,Verified
YDR460W,TFB3,Verified
YDR461W,MFA1,Verified
YDR462W,MRPL28,Verified
YDR463W,STP1,Verified
YDR464W,SPP41,Verified
YDR465C,RMT2,Verified
YDR466W,PKH3,Verified
YDR467C,,Dubious
YDR468C,TLG1,Verified
YDR469W,SDC1,Verified
YDR470C,UGO1,Verified
YDR471W,RPL27B,Verified
YDR472W,TRS31,Verified
YDR473C,PRP3,Verified
YDR475C,JIP4,Verified
YDR476C,,Uncharacterized
YDR477W,SNF1,Verified
YDR478W,SNM1,Verified
YDR479C,PEX29,Verified
YDR480W,DIG2,Verified
YDR481C,PHO8,Verified
YDR482C,CWC21,Verified
YDR483W,KRE2,Verified
YDR484W,VPS52,Verified
YDR485C,VPS72,Verified
YDR486C,VPS60,Verified
YDR487C,RIB3,Verified
YDR488C,PAC11,Verified
YDR489W,SLD5,Verified
YDR490C,PKH1,Verified
YDR491C,,Dubious
YDR492W,IZH1,Verified
YDR493W,MZM1,Verified
YDR494W,RSM28,Verified
YDR495C,VPS3,Verified
YDR496C,PUF6,Verified
YDR497C,ITR1,Verified
YDR498C,SEC20,Verified
YDR499W,LCD1,Verified
YDR500C,RPL37B,Verified
YDR501W,PLM2,Verified
YDR502C,SAM2,Verified
YDR503C,LPP1,Verified
YDR504C,SPG3,Verified
YDR505C,PSP1,Verified
YDR506C,GMC1,Verified
YDR507C,GIN4,Verified
YDR508C,GNP1,Verified
YDR509W,,Dubious
YDR510W,SMT3,Verified
YDR511W,SDH7,Verified
YDR512C,EMI1,Verified
YDR513W,GRX2,Verified
YDR514C,,Verified
YDR515W,SLF1,Verified
YDR516C,EMI2,Verified
YDR517W,GRH1,Verified
YDR518W,EUG1,Verified
YDR519W,FPR2,Verified
YDR520C,URC2,Uncharacterized
YDR521W,,Dubious
YDR522C,SPS2,Verified
YDR523C,SPS1,Verified
YDR524C,AGE1,Verified
YDR525W,API2,Dubious
YDR526C,,Dubious
YDR527W,RBA50,Verified
YDR528W,HLR1,Verified
YDR529C,QCR7,Verified
YDR530C,APA2,Verified
YDR531W,CAB1,Verified
YDR532C,KRE28,Verified
YDR533C,HSP31,Verified
YDR534C,FIT1,Verified
YDR535C,,Dubious
YDR536W,STL1,Verified
YDR537C,,Dubious
YDR538W,PAD1,Verified
YDR539W,FDC1,Verified
YDR540C,IRC4,Verified
YDR541C,,Verified
YDR542W,PAU10,Verified
YDR543C,,Dubious
YDR544C,,Dubious
YDR545W,YRF1-1,Verified
YEL059C-A,SOM1,Verified
YEL076C-A,,Uncharacterized
YEL075W-A,,Dubious
YER007C-A,TMA20,Verified
YER060W-A,FCY22,Verified
YER066C-A,,Dubious
YER093C-A,AIM11,Verified
YER119C-A,,Dubious
YFL012W-A,,Dubious
YFL017W-A,SMX2,Verified
YFR024C-A,LSB3,Verified
YGL001C,ERG26,Verified
YGL002W,ERP6,Verified
YGL003C,CDH1,Verified
YGL004C,RPN14,Verified
YGL005C,COG7,Verified
YGL006W,PMC1,Verified
YGL007W,BRP1,Uncharacterized
YGL008C,PMA1,Verified
YGL009C,LEU1,Verified
YGL010W,MPO1,Verified
YGL011C,SCL1,Verified
YGL012W,ERG4,Verified
YGL013C,PDR1,Verified
YGL014W,PUF4,Verified
YGL015C,,Uncharacterized
YGL016W,KAP122,Verified
YGL017W,ATE1,Verified
YGL018C,JAC1,Verified
YGL019W,CKB1,Verified
YGL020C,GET1,Verified
YGL021W,ALK1,Verified
YGL022W,STT3,Verified
YGL023C,PIB2,Verified
YGL024W,,Dubious
YGL025C,PGD1,Verified
YGL026C,TRP5,Verified
YGL027C,CWH41,Verified
YGL028C,SCW11,Verified
YGL029W,CGR1,Verified
YGL030W,RPL30,Verified
YGL031C,RPL24A,Verified
YGL032C,AGA2,Verified
YGL033W,HOP2,Verified
YGL034C,,Uncharacterized
YGL035C,MIG1,Verified
YGL036W,,Uncharacterized
YGL037C,PNC1,Verified
YGL038C,OCH1,Verified
YGL039W,,Verified
YGL040C,HEM2,Verified
YGL041C,,Dubious
YGL042C,,Dubious
YGL043W,DST1,Verified
YGL044C,RNA15,Verified
YGL045W,RIM8,Verified
YGL047W,ALG13,Verified
YGL048C,RPT6,Verified
YGL049C,TIF4632,Verified
YGL050W,TYW3,Verified
YGL051W,MST27,Verified
YGL052W,,Dubious
YGL053W,PRM8,Verified
YGL054C,ERV14,Verified
YGL055W,OLE1,Verified
YGL056C,SDS23,Verified
YGL057C,GEP7,Verified
YGL058W,RAD6,Verified
YGL059W,PKP2,Verified
YGL060W,YBP2,Verified
YGL061C,DUO1,Verified
YGL062W,PYC1,Verified
YGL063W,PUS2,Verified
YGL064C,MRH4,Verified
YGL065C,ALG2,Verified
YGL066W,SGF73,Verified
YGL067W,NPY1,Verified
YGL068W,MNP1,Verified
YGL069C,,Dubious
YGL070C,RPB9,Verified
YGL071W,AFT1,Verified
YGL072C,,Dubious
YGL073W,HSF1,Verified
YGL074C,,Dubious
YGL075C,MPS2,Verified
YGL076C,RPL7A,Verified
YGL077C,HNM1,Verified
YGL078C,DBP3,Verified
YGL079W,KXD1,Verified
YGL080W,MPC1,Verified
YGL081W,,Uncharacterized
YGL082W,,Uncharacterized
YGL083W,SCY1,Verified
YGL084C,GUP1,Verified
YGL085W,LCL3,Uncharacterized
YGL086W,MAD1,Verified
YGL087C,MMS2,Verified
YGL088W,,Dubious
YGL089C,MF(ALPHA)2,Verified
YGL090W,LIF1,Verified
YGL091C,NBP35,Verified
YGL092W,NUP145,Verified
YGL093W,SPC105,Verified
YGL094C,PAN2,Verified
YGL095C,VPS45,Verified
YGL096W,TOS8,Verified
YGL097W,SRM1,Verified
YGL098W,USE1,Verified
YGL099W,LSG1,Verified
YGL100W,SEH1,Verified
YGL101W,,Uncharacterized
YGL102C,,Dubious
YGL103W,RPL28,Verified
YGL104C,VPS73,Verified
YGL105W,ARC1,Verified
YGL106W,MLC1,Verified
YGL107C,RMD9,Verified
YGL108C,,Verified
YGL109W,,Dubious
YGL110C,CUE3,Verified
YGL111W,NSA1,Verified
YGL112C,TAF6,Verified
YGL113W,SLD3,Verified
YGL114W,,Uncharacterized
YGL115W,SNF4,Verified
YGL116W,CDC20,Verified
YGL117W,,Uncharacterized
YGL118C,,Uncharacterized
YGL119W,COQ8,Verified
YGL120C,PRP43,Verified
YGL121C,GPG1,Verified
YGL122C,NAB2,Verified
YGL123W,RPS2,Verified
YGL124C,MON1,Verified
YGL125W,MET13,Verified
YGL126W,SCS3,Verified
YGL127C,SOH1,Verified
YGL128C,CWC23,Verified
YGL129C,RSM23,Verified
YGL130W,CEG1,Verified
YGL131C,SNT2,Verified
YGL132W,,Dubious
YGL133W,ITC1,Verified
YGL134W,PCL10,Verified
YGL135W,RPL1B,Verified
YGL136C,MRM2,Verified
YGL137W,SEC27,Verified
YGL138C,,Uncharacterized
YGL139W,FLC3,Verified
YGL140C,,Uncharacterized
YGL141W,HUL5,Verified
YGL142C,GPI10,Verified
YGL143C,MRF1,Verified
YGL144C,ROG1,Verified
YGL145W,TIP20,Verified
YGL146C,RRT6,Uncharacterized
YGL147C,RPL9A,Verified
YGL148W,ARO2,Verified
YGL149W,,Uncharacterized
YGL150C,INO80,Verified
YGL151W,NUT1,Verified
YGL152C,,Dubious
YGL153W,PEX14,Verified
YGL154C,LYS5,Verified
YGL155W,CDC43,Verified
YGL156W,AMS1,Verified
YGL157W,ARI1,Verified
YGL158W,RCK1,Verified
YGL159W,,Uncharacterized
YGL160W,AIM14,Verified
YGL161C,YIP5,Verified
YGL162W,SUT1,Verified
YGL163C,RAD54,Verified
YGL164C,YRB30,Verified
YGL165C,,Dubious
YGL166W,CUP2,Verified
YGL167C,PMR1,Verified
