Systematic Name,Standard Name,Qualifier
YNL123W,NMA111,Verified
YNL124W,NAF1,Verified
YNL125C,ESBP6,Verified
YNL126W,SPC98,Verified
YNL127W,FAR11,Verified
YNL128W,TEP1,Verified
YNL129W,NRK1,Verified
YNL130C,CPT1,Verified
YNL131W,TOM22,Verified
YNL132W,KRE33,Verified
YNL133C,FYV6,Verified
YNL134C,,Verified
YNL135C,FPR1,Verified
YNL136W,EAF7,Verified
YNL137C,NAM9,Verified
YNL138W,SRV2,Verified
YNL139C,THO2,Verified
YNL140C,,Uncharacterized
YNL141W,AAH1,Verified
YNL142W,MEP2,Verified
YNL143C,,Uncharacterized
YNL144C,,Uncharacterized
YNL145W,MFA2,Verified
YNL146W,,Uncharacterized
YNL147W,LSM7,Verified
YNL148C,ALF1,Verified
YNL149C,PGA2,Verified
YNL150W,,Dubious
YNL151C,RPC31,Verified
YNL152W,INN1,Verified
YNL153C,GIM3,Verified
YNL154C,YCK2,Verified
YNL155W,CUZ1,Verified
YNL156C,NSG2,Verified
YNL157W,IGO1,Verified
YNL158W,PGA1,Verified
YNL159C,ASI2,Verified
YNL160W,YGP1,Verified
YNL161W,CBK1,Verified
YNL162W,RPL42A,Verified
YNL163C,RIA1,Verified
YNL164C,IBD2,Verified
YNL165W,,Uncharacterized
YNL166C,BNI5,Verified
YNL167C,SKO1,Verified
YNL168C,FMP41,Uncharacterized
YNL169C,PSD1,Verified
YNL170W,,Dubious
YNL171C,,Dubious
YNL172W,APC1,Verified
YNL173C,MDG1,Verified
YNL174W,,Dubious
YNL175C,NOP13,Verified
YNL176C,TDA7,Verified
YNL177C,MRPL22,Verified
YNL178W,RPS3,Verified
YNL179C,,Dubious
YNL180C,RHO5,Verified
YNL181W,PBR1,Uncharacterized
YNL182C,IPI3,Verified
YNL183C,NPR1,Verified
YNL184C,,Uncharacterized
YNL185C,MRPL19,Verified
YNL186W,UBP10,Verified
YNL187W,SWT21,Verified
YNL188W,KAR1,Verified
YNL189W,SRP1,Verified
YNL190W,,Verified
YNL191W,DUG3,Verified
YNL192W,CHS1,Verified
YNL193W,,Uncharacterized
YNL194C,,Verified
YNL195C,,Uncharacterized
YNL196C,SLZ1,Verified
YNL197C,WHI3,Verified
YNL198C,,Dubious
YNL199C,GCR2,Verified
YNL200C,,Verified
YNL201C,PSY2,Verified
YNL202W,SPS19,Verified
YNL203C,,Dubious
YNL204C,SPS18,Verified
YNL205C,,Dubious
YNL206C,RTT106,Verified
YNL207W,RIO2,Verified
YNL208W,,Verified
YNL209W,SSB2,Verified
YNL210W,MER1,Verified
YNL211C,MRX7,Uncharacterized
YNL212W,VID27,Verified
YNL213C,RRG9,Verified
YNL214W,PEX17,Verified
YNL215W,IES2,Verified
YNL216W,RAP1,Verified
YNL217W,,Uncharacterized
YNL218W,MGS1,Verified
YNL219C,ALG9,Verified
YNL220W,ADE12,Verified
YNL221C,POP1,Verified
YNL222W,SSU72,Verified
YNL223W,ATG4,Verified
YNL224C,SQS1,Verified
YNL225C,CNM67,Verified
YNL226W,,Dubious
YNL227C,JJJ1,Verified
YNL228W,,Dubious
YNL229C,URE2,Verified
YNL230C,ELA1,Verified
YNL231C,PDR16,Verified
YNL232W,CSL4,Verified
YNL233W,BNI4,Verified
YNL234W,,Verified
YNL235C,,Dubious
YNL236W,SIN4,Verified
YNL237W,YTP1,Verified
YNL238W,KEX2,Verified
YNL239W,LAP3,Verified
YNL240C,NAR1,Verified
YNL241C,ZWF1,Verified
YNL242W,ATG2,Verified
YNL243W,SLA2,Verified
YNL244C,SUI1,Verified
YNL245C,CWC25,Verified
YNL246W,VPS75,Verified
YNL247W,,Verified
YNL248C,RPA49,Verified
YNL249C,MPA43,Verified
YNL250W,RAD50,Verified
YNL251C,NRD1,Verified
YNL252C,MRPL17,Verified
YNL253W,TEX1,Verified
YNL254C,RTC4,Verified
YNL255C,GIS2,Verified
YNL256W,FOL1,Verified
YNL257C,SIP3,Verified
YNL258C,DSL1,Verified
YNL259C,ATX1,Verified
YNL260C,LTO1,Verified
YNL261W,ORC5,Verified
YNL262W,POL2,Verified
YNL263C,YIF1,Verified
YNL264C,PDR17,Verified
YNL265C,IST1,Verified
YNL266W,,Dubious
YNL267W,PIK1,Verified
YNL268W,LYP1,Verified
YNL269W,BSC4,Verified
YNL270C,ALP1,Verified
YNL271C,BNI1,Verified
YNL272C,SEC2,Verified
YNL273W,TOF1,Verified
YNL274C,GOR1,Verified
YNL275W,BOR1,Verified
YNL276C,,Dubious
YNL277W,MET2,Verified
YNL278W,CAF120,Verified
YNL279W,PRM1,Verified
YNL280C,ERG24,Verified
YNL281W,HCH1,Verified
YNL282W,POP3,Verified
YNL283C,WSC2,Verified
YNL284C,MRPL10,Verified
YNL285W,,Dubious
YNL286W,CUS2,Verified
YNL287W,SEC21,Verified
YNL288W,CAF40,Verified
YNL289W,PCL1,Verified
YNL290W,RFC3,Verified
YNL291C,MID1,Verified
YNL292W,PUS4,Verified
YNL293W,MSB3,Verified
YNL294C,RIM21,Verified
YNL295W,MRX6,Uncharacterized
YNL296W,,Dubious
YNL297C,MON2,Verified
YNL298W,CLA4,Verified
YNL299W,TRF5,Verified
YNL300W,TOS6,Uncharacterized
YNL301C,RPL18B,Verified
YNL302C,RPS19B,Verified
YNL303W,,Dubious
YNL304W,YPT11,Verified
YNL305C,BXI1,Verified
YNL306W,MRPS18,Verified
YNL307C,MCK1,Verified
YNL308C,KRI1,Verified
YNL309W,STB1,Verified
YNL310C,ZIM17,Verified
YNL311C,SKP2,Verified
YNL312W,RFA2,Verified
YNL313C,EMW1,Verified
YNL314W,DAL82,Verified
YNL315C,ATP11,Verified
YNL316C,PHA2,Verified
YNL317W,PFS2,Verified
YNL318C,HXT14,Verified
YNL319W,,Dubious
YNL320W,,Uncharacterized
YNL321W,VNX1,Verified
YNL322C,KRE1,Verified
YNL323W,LEM3,Verified
YNL324W,,Dubious
YNL325C,FIG4,Verified
YNL326C,PFA3,Verified
YNL327W,EGT2,Verified
YNL328C,MDJ2,Verified
YNL329C,PEX6,Verified
YNL330C,RPD3,Verified
YNL331C,AAD14,Verified
YNL332W,THI12,Verified
YNL333W,SNZ2,Verified
YNL334C,SNO2,Verified
YNL335W,DDI3,Verified
YNL336W,COS1,Verified
YNL337W,,Dubious
YNL338W,,Dubious
YNL339C,YRF1-6,Verified
YNR001C,CIT1,Verified
YNR002C,ATO2,Verified
YNR003C,RPC34,Verified
YNR004W,SWM2,Verified
YNR005C,,Dubious
YNR006W,VPS27,Verified
YNR007C,ATG3,Verified
YNR008W,LRO1,Verified
YNR009W,NRM1,Verified
YNR010W,CSE2,Verified
YNR011C,PRP2,Verified
YNR012W,URK1,Verified
YNR013C,PHO91,Verified
YNR014W,,Uncharacterized
YNR015W,SMM1,Verified
YNR016C,ACC1,Verified
YNR017W,TIM23,Verified
YNR018W,RCF2,Verified
YNR019W,ARE2,Verified
YNR020C,ATP23,Verified
YNR021W,,Uncharacterized
YNR022C,MRPL50,Verified
YNR023W,SNF12,Verified
YNR024W,MPP6,Verified
YNR025C,,Dubious
YNR026C,SEC12,Verified
YNR027W,BUD17,Verified
YNR028W,CPR8,Verified
YNR029C,,Uncharacterized
YNR030W,ALG12,Verified
YNR031C,SSK2,Verified
YNR032W,PPG1,Verified
YNR033W,ABZ1,Verified
YNR034W,SOL1,Verified
YNR035C,ARC35,Verified
YNR036C,MRPS12,Verified
YNR037C,RSM19,Verified
YNR038W,DBP6,Verified
YNR039C,ZRG17,Verified
YNR040W,,Uncharacterized
YNR041C,COQ2,Verified
YNR042W,,Dubious
YNR043W,MVD1,Verified
YNR044W,AGA1,Verified
YNR045W,PET494,Verified
YNR046W,TRM112,Verified
YNR047W,FPK1,Verified
YNR048W,,Verified
YNR049C,MSO1,Verified
YNR050C,LYS9,Verified
YNR051C,BRE5,Verified
YNR052C,POP2,Verified
YNR053C,NOG2,Verified
YNR054C,ESF2,Verified
YNR055C,HOL1,Verified
YNR056C,BIO5,Verified
YNR057C,BIO4,Verified
YNR058W,BIO3,Verified
YNR059W,MNT4,Verified
YNR060W,FRE4,Verified
YNR061C,,Verified
YNR062C,,Uncharacterized
YNR063W,,Uncharacterized
YNR064C,,Verified
YNR065C,,Uncharacterized
YNR066C,,Uncharacterized
YNR067C,DSE4,Verified
YNR068C,,Uncharacterized
YNR069C,BSC5,Verified
YNR070W,PDR18,Verified
YNR071C,,Uncharacterized
YNR072W,HXT17,Verified
YNR073C,MAN2,Verified
YNR074C,AIF1,Verified
YNR075W,COS10,Verified
YNR076W,PAU6,Verified
YNR077C,,Uncharacterized
YOL001W,PHO80,Verified
YOL002C,IZH2,Verified
YOL003C,PFA4,Verified
YOL004W,SIN3,Verified
YOL005C,RPB11,Verified
YOL006C,TOP1,Verified
YOL007C,CSI2,Verified
YOL008W,COQ10,Verified
YOL009C,MDM12,Verified
YOL010W,RCL1,Verified
YOL011W,PLB3,Verified
YOL012C,HTZ1,Verified
YOL013C,HRD1,Verified
YOL014W,,Uncharacterized
YOL015W,IRC10,Verified
YOL016C,CMK2,Verified
YOL017W,ESC8,Verified
YOL018C,TLG2,Verified
YOL019W,,Uncharacterized
YOL020W,TAT2,Verified
YOL021C,DIS3,Verified
YOL022C,TSR4,Verified
YOL023W,IFM1,Verified
YOL024W,,Uncharacterized
YOL025W,LAG2,Verified
YOL026C,MIM1,Verified
YOL027C,MDM38,Verified
YOL028C,YAP7,Verified
YOL029C,,Uncharacterized
YOL030W,GAS5,Verified
YOL031C,SIL1,Verified
YOL032W,OPI10,Verified
YOL033W,MSE1,Verified
YOL034W,SMC5,Verified
YOL035C,,Dubious
YOL036W,,Uncharacterized
YOL037C,,Dubious
YOL038W,PRE6,Verified
YOL039W,RPP2A,Verified
YOL040C,RPS15,Verified
YOL041C,NOP12,Verified
YOL042W,NGL1,Verified
YOL043C,NTG2,Verified
YOL044W,PEX15,Verified
YOL045W,PSK2,Verified
YOL046C,,Dubious
YOL047C,LDS2,Verified
YOL048C,RRT8,Verified
YOL049W,GSH2,Verified
YOL050C,,Dubious
YOL051W,GAL11,Verified
YOL052C,SPE2,Verified
YOL052C-A,DDR2,Verified
YOL053W,AIM39,Verified
YOL054W,PSH1,Verified
YOL055C,THI20,Verified
YOL056W,GPM3,Verified
YOL057W,,Verified
YOL058W,ARG1,Verified
YOL059W,GPD2,Verified
YOL060C,MAM3,Verified
YOL061W,PRS5,Verified
YOL062C,APM4,Verified
YOL063C,CRT10,Verified
YOL064C,MET22,Verified
YOL065C,INP54,Verified
YOL066C,RIB2,Verified
YOL067C,RTG1,Verified
YOL068C,HST1,Verified
YOL069W,NUF2,Verified
YOL070C,NBA1,Verified
YOL071W,SDH5,Verified
YOL072W,THP1,Verified
YOL073C,DSC2,Verified
YOL075C,,Verified
YOL076W,MDM20,Verified
YOL077C,BRX1,Verified
YOL078W,AVO1,Verified
YOL079W,,Dubious
YOL080C,REX4,Verified
YOL081W,IRA2,Verified
YOL082W,ATG19,Verified
YOL083W,ATG34,Verified
YOL084W,PHM7,Verified
YOL085C,,Uncharacterized
YOL086C,ADH1,Verified
YOL087C,DUF1,Verified
YOL088C,MPD2,Verified
YOL089C,HAL9,Verified
YOL090W,MSH2,Verified
YOL091W,SPO21,Verified
YOL092W,YPQ1,Verified
YOL093W,TRM10,Verified
YOL094C,RFC4,Verified
YOL095C,HMI1,Verified
YOL096C,COQ3,Verified
YOL097C,WRS1,Verified
YOL098C,SDD3,Verified
YOL099C,,Dubious
YOL100W,PKH2,Verified
YOL101C,IZH4,Verified
YOL102C,TPT1,Verified
YOL103W,ITR2,Verified
YOL104C,NDJ1,Verified
YOL105C,WSC3,Verified
YOL106W,,Dubious
YOL107W,,Uncharacterized
YOL108C,INO4,Verified
YOL109W,ZEO1,Verified
YOL110W,SHR5,Verified
YOL111C,MDY2,Verified
YOL112W,MSB4,Verified
YOL113W,SKM1,Verified
YOL114C,PTH4,Verified
YOL115W,PAP2,Verified
YOL116W,MSN1,Verified
YOL117W,RRI2,Verified
YOL118C,,Dubious
YOL119C,MCH4,Verified
YOL120C,RPL18A,Verified
YOL121C,RPS19A,Verified
YOL122C,SMF1,Verified
YOL123W,HRP1,Verified
YOL124C,TRM11,Verified
YOL125W,TRM13,Verified
YOL126C,MDH2,Verified
YOL127W,RPL25,Verified
YOL128C,YGK3,Verified
YOL129W,VPS68,Verified
YOL130W,ALR1,Verified
YOL131W,,Uncharacterized
YOL132W,GAS4,Verified
YOL133W,HRT1,Verified
YOL134C,,Dubious
YOL135C,MED7,Verified
YOL136C,PFK27,Verified
YOL137W,BSC6,Verified
YOL138C,RTC1,Verified
YOL139C,CDC33,Verified
YOL140W,ARG8,Verified
YOL141W,PPM2,Verified
YOL142W,RRP40,Verified
YOL143C,RIB4,Verified
YOL144W,NOP8,Verified
YOL145C,CTR9,Verified
YOL146W,PSF3,Verified
YOL147C,PEX11,Verified
YOL148C,SPT20,Verified
YOL149W,DCP1,Verified
YOL150C,,Dubious
YOL151W,GRE2,Verified
YOL152W,FRE7,Verified
YOL154W,ZPS1,Verified
YOL155C,HPF1,Verified
YOL156W,HXT11,Verified
YOL157C,IMA2,Verified
YOL158C,ENB1,Verified
YOL159C,CSS3,Verified
YOL160W,,Dubious
YOL161C,PAU20,Verified
YOL162W,,Uncharacterized
YOL163W,,Uncharacterized
YOL164W,BDS1,Verified
YOL165C,AAD15,Verified
YOL166C,,Dubious
YOR001W,RRP6,Verified
YOR002W,ALG6,Verified
YOR003W,YSP3,Verified
YOR004W,UTP23,Verified
YOR005C,DNL4,Verified
YOR006C,TSR3,Verified
YOR007C,SGT2,Verified
YOR008C,SLG1,Verified
YOR009W,TIR4,Verified
YOR010C,TIR2,Verified
YOR011W,AUS1,Verified
YOR012W,,Uncharacterized
YOR013W,IRC11,Dubious
YOR014W,RTS1,Verified
YOR015W,,Uncharacterized
YOR016C,ERP4,Verified
YOR017W,PET127,Verified
YOR018W,ROD1,Verified
YOR019W,,Verified
YOR020C,HSP10,Verified
YOR021C,SFM1,Verified
YOR022C,DDL1,Verified
YOR023C,AHC1,Verified
YOR024W,,Dubious
YOR025W,HST3,Verified
YOR026W,BUB3,Verified
YOR027W,STI1,Verified
YOR028C,CIN5,Verified
YOR029W,,Uncharacterized
YOR030W,DFG16,Verified
YOR032C,HMS1,Verified
YOR033C,EXO1,Verified
YOR034C,AKR2,Verified
YOR035C,SHE4,Verified
YOR036W,PEP12,Verified
YOR037W,CYC2,Verified
YOR038C,HIR2,Verified
YOR039W,CKB2,Verified
YOR040W,GLO4,Verified
YOR041C,,Dubious
YOR042W,CUE5,Verified
YOR043W,WHI2,Verified
YOR044W,IRC23,Verified
YOR045W,TOM6,Verified
YOR046C,DBP5,Verified
YOR047C,STD1,Verified
YOR048C,RAT1,Verified
YOR049C,RSB1,Verified
YOR050C,,Dubious
YOR051C,ETT1,Verified
YOR052C,TMC1,Verified
YOR053W,,Dubious
YOR054C,VHS3,Verified
YOR055W,,Dubious
YOR056C,NOB1,Verified
YOR057W,SGT1,Verified
YOR058C,ASE1,Verified
YOR059C,LPL1,Verified
YOR060C,SLD7,Verified
YOR061W,CKA2,Verified
YOR062C,,Uncharacterized
YOR063W,RPL3,Verified
YOR064C,YNG1,Verified
YOR065W,CYT1,Verified
YOR066W,MSA1,Verified
YOR067C,ALG8,Verified
YOR068C,VAM10,Verified
YOR069W,VPS5,Verified
YOR070C,GYP1,Verified
YOR071C,NRT1,Verified
YOR072W,,Dubious
YOR073W,SGO1,Verified
YOR074C,CDC21,Verified
YOR075W,UFE1,Verified
YOR076C,SKI7,Verified
YOR077W,RTS2,Verified
YOR078W,BUD21,Verified
YOR079C,ATX2,Verified
YOR080W,DIA2,Verified
YOR081C,TGL5,Verified
YOR082C,,Dubious
YOR083W,WHI5,Verified
YOR084W,LPX1,Verified
YOR085W,OST3,Verified
YOR086C,TCB1,Verified
YOR087W,YVC1,Verified
YOR089C,VPS21,Verified
YOR090C,PTC5,Verified
YOR091W,TMA46,Verified
YOR092W,ECM3,Verified
YOR093C,CMR2,Uncharacterized
YOR094W,ARF3,Verified
YOR095C,RKI1,Verified
YOR096W,RPS7A,Verified
YOR097C,,Uncharacterized
YOR098C,NUP1,Verified
YOR099W,KTR1,Verified
YOR100C,CRC1,Verified
YOR101W,RAS1,Verified
YOR102W,,Dubious
YOR103C,OST2,Verified
YOR104W,PIN2,Verified
YOR105W,,Uncharacterized
YOR106W,VAM3,Verified
YOR107W,RGS2,Verified
YOR108W,LEU9,Verified
YOR109W,INP53,Verified
YOR110W,TFC7,Verified
YOR111W,,Uncharacterized
YOR112W,CEX1,Verified
YOR113W,AZF1,Verified
YOR114W,,Uncharacterized
YOR115C,TRS33,Verified
YOR116C,RPO31,Verified
YOR117W,RPT5,Verified
YOR118W,RTC5,Verified
YOR119C,RIO1,Verified
YOR120W,GCY1,Verified
YOR121C,,Dubious
YOR122C,PFY1,Verified
YOR123C,LEO1,Verified
YOR124C,UBP2,Verified
YOR125C,CAT5,Verified
YOR126C,IAH1,Verified
YOR127W,RGA1,Verified
YOR128C,ADE2,Verified
YOR129C,AFI1,Verified
YOR130C,ORT1,Verified
YOR131C,,Verified
YOR132W,VPS17,Verified
YOR133W,EFT1,Verified
YOR134W,BAG7,Verified
YOR135C,IRC14,Dubious
YOR136W,IDH2,Verified
YOR137C,SIA1,Verified
YOR138C,RUP1,Verified
YOR139C,,Dubious
YOR140W,SFL1,Verified
YOR141C,ARP8,Verified
YOR142W,LSC1,Verified
YOR143C,THI80,Verified
YOR144C,ELG1,Verified
YOR145C,PNO1,Verified
YOR146W,,Dubious
YOR147W,MDM32,Verified
YOR148C,SPP2,Verified
YOR149C,SMP3,Verified
YOR150W,MRPL23,Verified
YOR151C,RPB2,Verified
YOR152C,ATG40,Verified
YOR153W,PDR5,Verified
YOR154W,SLP1,Verified
YOR155C,ISN1,Verified
YOR156C,NFI1,Verified
YOR157C,PUP1,Verified
YOR158W,PET123,Verified
YOR159C,SME1,Verified
YOR160W,MTR10,Verified
YOR161C,PNS1,Verified
YOR162C,YRR1,Verified
YOR163W,DDP1,Verified
YOR164C,GET4,Verified
YOR165W,SEY1,Verified
YOR166C,SWT1,Verified
YOR167C,RPS28A,Verified
YOR168W,GLN4,Verified
YOR169C,,Dubious
YOR170W,,Dubious
YOR171C,LCB4,Verified
YOR172W,YRM1,Verified
YOR173W,DCS2,Verified
YOR174W,MED4,Verified
YOR175C,ALE1,Verified
YOR176W,HEM15,Verified
YOR177C,MPC54,Verified
YOR178C,GAC1,Verified
YOR179C,SYC1,Verified
YOR180C,DCI1,Verified
YOR181W,LAS17,Verified
YOR182C,RPS30B,Verified
YOR183W,FYV12,Uncharacterized
YOR184W,SER1,Verified
YOR185C,GSP2,Verified
YOR186W,,Uncharacterized
YOR187W,TUF1,Verified
YOR188W,MSB1,Verified
YOR189W,IES4,Verified
YOR190W,SPR1,Verified
YOR191W,ULS1,Verified
YOR192C,THI72,Verified
YOR193W,PEX27,Verified
YOR194C,TOA1,Verified
YOR195W,SLK19,Verified
YOR196C,LIP5,Verified
YOR197W,MCA1,Verified
YOR198C,BFR1,Verified
YOR199W,,Dubious
YOR200W,,Dubious
YOR201C,MRM1,Verified
YOR202W,HIS3,Verified
YOR203W,,Dubious
YOR204W,DED1,Verified
YOR205C,GEP3,Verified
YOR206W,NOC2,Verified
YOR207C,RET1,Verified
YOR208W,PTP2,Verified
YOR209C,NPT1,Verified
YOR210W,RPB10,Verified
YOR211C,MGM1,Verified
YOR212W,STE4,Verified
YOR213C,SAS5,Verified
YOR214C,SPR2,Verified
YOR215C,AIM41,Verified
YOR216C,RUD3,Verified
YOR217W,RFC1,Verified
YOR218C,,Dubious
YOR219C,STE13,Verified
YOR220W,RCN2,Verified
YOR221C,MCT1,Verified
YOR222W,ODC2,Verified
YOR223W,DSC3,Verified
YOR224C,RPB8,Verified
YOR225W,,Dubious
YOR226C,ISU2,Verified
YOR227W,HER1,Verified
YOR228C,MCP1,Verified
YOR229W,WTM2,Verified
YOR230W,WTM1,Verified
YOR231W,MKK1,Verified
YOR232W,MGE1,Verified
YOR233W,KIN4,Verified
YOR234C,RPL33B,Verified
YOR235W,IRC13,Dubious
YOR236W,DFR1,Verified
YOR237W,HES1,Verified
YOR238W,,Uncharacterized
YOR239W,ABP140,Verified
YOR241W,MET7,Verified
YOR242C,SSP2,Verified
YOR243C,PUS7,Verified
YOR244W,ESA1,Verified
YOR245C,DGA1,Verified
YOR246C,ENV9,Verified
YOR247W,SRL1,Verified
YOR248W,,Dubious
YOR249C,APC5,Verified
YOR250C,CLP1,Verified
YOR251C,TUM1,Verified
YOR252W,TMA16,Verified
YOR253W,NAT5,Verified
YOR254C,SEC63,Verified
YOR255W,OSW1,Verified
YOR256C,TRE2,Verified
YOR257W,CDC31,Verified
YOR258W,HNT3,Verified
YOR259C,RPT4,Verified
YOR260W,GCD1,Verified
YOR261C,RPN8,Verified
YOR262W,GPN2,Verified
YOR263C,,Dubious
YOR264W,DSE3,Verified
YOR265W,RBL2,Verified
YOR266W,PNT1,Verified
YOR267C,HRK1,Verified
YOR268C,,Uncharacterized
YOR269W,PAC1,Verified
YOR270C,VPH1,Verified
YOR271C,FSF1,Uncharacterized
YOR272W,YTM1,Verified
YOR273C,TPO4,Verified
YOR274W,MOD5,Verified
YOR275C,RIM20,Verified
YOR276W,CAF20,Verified
YOR277C,,Dubious
YOR278W,HEM4,Verified
YOR279C,RFM1,Verified
YOR280C,FSH3,Verified
YOR281C,PLP2,Verified
YOR282W,,Dubious
YOR283W,,Verified
YOR284W,HUA2,Verified
YOR285W,RDL1,Verified
YOR286W,RDL2,Verified
YOR287C,RRP36,Verified
YOR288C,MPD1,Verified
YOR289W,,Uncharacterized
YOR290C,SNF2,Verified
YOR291W,YPK9,Verified
YOR292C,,Uncharacterized
YOR293W,RPS10A,Verified
YOR294W,RRS1,Verified
YOR295W,UAF30,Verified
YOR296W,,Uncharacterized
YOR297C,TIM18,Verified
YOR298W,MUM3,Verified
YOR299W,BUD7,Verified
YOR300W,,Dubious
YOR301W,RAX1,Verified
YOR302W,,Verified
YOR303W,CPA1,Verified
YOR304C-A,BIL1,Verified
YOR304W,ISW2,Verified
YOR305W,RRG7,Verified
YOR306C,MCH5,Verified
YOR307C,SLY41,Verified
YOR308C,SNU66,Verified
YOR309C,,Dubious
YOR310C,NOP58,Verified
YOR311C,DGK1,Verified
YOR312C,RPL20B,Verified
YOR313C,SPS4,Verified
YOR314W,,Dubious
YOR315W,SFG1,Verified
YOR316C,COT1,Verified
YOR317W,FAA1,Verified
YOR318C,,Dubious
YOR319W,HSH49,Verified
YOR320C,GNT1,Verified
YOR321W,PMT3,Verified
YOR322C,LDB19,Verified
YOR323C,PRO2,Verified
YOR324C,FRT1,Verified
YOR325W,,Dubious
YOR326W,MYO2,Verified
YOR327C,SNC2,Verified
YOR328W,PDR10,Verified
YOR329C,SCD5,Verified
YOR330C,MIP1,Verified
YOR331C,,Dubious
YOR332W,VMA4,Verified
YOR333C,,Dubious
YOR334W,MRS2,Verified
YOR335C,ALA1,Verified
YOR336W,KRE5,Verified
YOR337W,TEA1,Verified
YOR338W,,Uncharacterized
YOR339C,UBC11,Verified
YOR340C,RPA43,Verified
YOR341W,RPA190,Verified
YOR342C,,Verified
YOR343C,,Dubious
YOR344C,TYE7,Verified
YOR345C,,Dubious
YOR346W,REV1,Verified
YOR347C,PYK2,Verified
YOR348C,PUT4,Verified
YOR349W,CIN1,Verified
YOR350C,MNE1,Verified
YOR351C,MEK1,Verified
YOR352W,TFB6,Verified
YOR353C,SOG2,Verified
YOR354C,MSC6,Verified
YOR355W,GDS1,Verified
YOR356W,CIR2,Verified
YOR357C,SNX3,Verified
YOR358W,HAP5,Verified
YOR359W,VTS1,Verified
YOR360C,PDE2,Verified
YOR361C,PRT1,Verified
YOR362C,PRE10,Verified
YOR363C,PIP2,Verified
YOR364W,,Dubious
YOR365C,,Uncharacterized
YOR366W,,Dubious
YOR367W,SCP1,Verified
YOR368W,RAD17,Verified
YOR369C,RPS12,Verified
YOR370C,MRS6,Verified
YOR371C,GPB1,Verified
YOR372C,NDD1,Verified
YOR373W,NUD1,Verified
YOR374W,ALD4,Verified
YOR375C,GDH1,Verified
YOR376W,,Uncharacterized
YOR377W,ATF1,Verified
YOR378W,AMF1,Verified
YOR379C,,Dubious
YOR380W,RDR1,Verified
YOR381W,FRE3,Verified
YOR382W,FIT2,Verified
YOR383C,FIT3,Verified
YOR384W,FRE5,Verified
YOR385W,,Uncharacterized
YOR386W,PHR1,Verified
YOR387C,,Uncharacterized
YOR388C,FDH1,Verified
YOR389W,,Uncharacterized
YOR390W,FEX1,Verified
YOR391C,HSP33,Verified
YOR392W,,Dubious
YOR393W,ERR1,Verified
YOR394W,PAU21,Verified
YPL001W,HAT1,Verified
YPL002C,SNF8,Verified
YPL003W,ULA1,Verified
YPL004C,LSP1,Verified
YPL005W,AEP3,Verified
YPL006W,NCR1,Verified
YPL007C,TFC8,Verified
YPL008W,CHL1,Verified
YPL009C,RQC2,Verified
YPL010W,RET3,Verified
YPL011C,TAF3,Verified
YPL012W,RRP12,Verified
YPL013C,MRPS16,Verified
YPL014W,CIP1,Verified
YPL015C,HST2,Verified
YPL016W,SWI1,Verified
YPL017C,IRC15,Verified
YPL018W,CTF19,Verified
YPL019C,VTC3,Verified
YPL020C,ULP1,Verified
YPL021W,ECM23,Verified
YPL022W,RAD1,Verified
YPL023C,MET12,Verified
YPL024W,RMI1,Verified
YPL025C,,Dubious
YPL026C,SKS1,Verified
YPL027W,SMA1,Verified
YPL028W,ERG10,Verified
YPL029W,SUV3,Verified
YPL030W,TRM44,Verified
YPL031C,PHO85,Verified
YPL032C,SVL3,Verified
YPL033C,SRL4,Verified
YPL034W,,Uncharacterized
YPL035C,,Dubious
YPL036W,PMA2,Verified
YPL037C,EGD1,Verified
YPL038W,MET31,Verified
YPL039W,,Uncharacterized
YPL040C,ISM1,Verified
YPL041C,MRX11,Uncharacterized
YPL042C,SSN3,Verified
YPL043W,NOP4,Verified
YPL044C,,Dubious
YPL045W,VPS16,Verified
YPL046C,ELC1,Verified
YPL047W,SGF11,Verified
YPL048W,CAM1,Verified
YPL049C,DIG1,Verified
YPL050C,MNN9,Verified
YPL051W,ARL3,Verified
YPL052W,OAZ1,Verified
YPL053C,KTR6,Verified
YPL054W,LEE1,Verified
YPL055C,LGE1,Verified
YPL056C,LCL1,Uncharacterized
YPL057C,SUR1,Verified
YPL058C,PDR12,Verified
YPL059W,GRX5,Verified
YPL060W,MFM1,Verified
YPL061W,ALD6,Verified
YPL062W,,Dubious
YPL063W,TIM50,Verified
YPL064C,CWC27,Verified
YPL065W,VPS28,Verified
YPL066W,RGL1,Verified
YPL067C,,Uncharacterized
YPL068C,,Uncharacterized
YPL069C,BTS1,Verified
YPL070W,MUK1,Verified
YPL071C,,Uncharacterized
YPL072W,UBP16,Verified
YPL073C,,Dubious
YPL074W,YTA6,Verified
YPL075W,GCR1,Verified
YPL076W,GPI2,Verified
YPL077C,,Uncharacterized
YPL078C,ATP4,Verified
YPL079W,RPL21B,Verified
YPL080C,,Dubious
YPL081W,RPS9A,Verified
YPL082C,MOT1,Verified
YPL083C,SEN54,Verified
YPL084W,BRO1,Verified
YPL085W,SEC16,Verified
YPL086C,ELP3,Verified
YPL087W,YDC1,Verified
YPL088W,,Uncharacterized
YPL089C,RLM1,Verified
YPL090C,RPS6A,Verified
YPL091W,GLR1,Verified
YPL092W,SSU1,Verified
YPL093W,NOG1,Verified
YPL094C,SEC62,Verified
YPL095C,EEB1,Verified
YPL096W,PNG1,Verified
YPL097W,MSY1,Verified
YPL098C,MGR2,Verified
