Accession,Peptides used for quantitation,BY,BY 2,RM,RM 2,7.3.d,11.2.d,7.8.d,4.4.d,6.4.d,3.4.d,9.6.d,2.4.a,23.5.d,18.1.d,20.1.d,8.2.d,17.2.d,1.3.d,1.1.d,14.2.c
YDR411C,2,0.697492899,0.570560785,0.007741507,0.174737364,-0.091445046,-1.234299933,-0.705985602,-0.315857871,-0.803245806,-0.065275051,0.098069617,-2.134909751,-0.085069977,0.065843114,-0.445359976,-0.091474808,0.376326141,0.989194948,0.595991822,-0.026691883
YDR441C,2,-2.001060736,-2.252490501,-0.732421034,-0.836850963,-0.897082185,-1.056177973,-1.876834872,-0.592911735,-0.639660856,-1.192125876,-0.388216773,-2.56919941,-1.898158156,-2.141928848,-0.483055135,-0.477836031,-3.165659836,-2.005410361,-2.52475346,-1.718675953
YDR462W,1,-0.869010794,-0.855487725,-1.081863262,-1.079347195,-0.999188256,-0.544053187,-0.451526152,-0.788647149,-0.059258408,-1.639138096,-0.78623818,-0.197433215,0.052869556,-0.21602349,-0.403388887,0.301750695,-0.633575781,0.464081996,-0.227530546,-0.01602488
YDR469W,2,-3.471332418,-3.498313647,-0.759323549,-0.753905538,-1.970859701,-1.955529126,-3.314892109,-0.93067824,-2.887053681,-2.555659699,-2.171480616,-3.526550973,-2.827883367,-3.780233921,-1.160318569,-3.485730805,-3.160458469,-3.245609947,-2.20887125,-2.755112468
YDR485C,2,0.473796158,0.355209127,2.445433717,2.316527285,1.822118066,2.069974808,1.42312656,2.464608101,0.807337687,2.221228416,1.801404379,-1.048713652,2.162082311,1.344584137,2.401533608,1.332733502,1.829651697,1.099783355,2.32065279,2.522756515
YDR497C,1,2.816785319,2.982279971,2.982712611,2.941072889,2.264501507,2.29560879,1.926745002,2.403408907,2.307668072,2.315964486,2.916270615,1.970684184,2.89021765,2.523303264,2.653107877,2.26693828,2.974440965,3.193975543,3.418777964,3.176973911
YDR510W,2,2.23329058,2.291747849,2.543606586,2.6100156,2.678211268,3.081152156,3.045649614,2.182883007,3.04782555,2.064127978,2.870972721,1.898248649,2.153403216,1.824396015,2.509458036,2.546923633,2.486505836,0.524293025,2.879187924,1.989849683
YDR517W,1,-2.095008318,-1.554572247,1.937970534,1.76851633,0.711609459,0.692541518,-1.394197922,1.89588696,-2.509793872,0.221954052,-1.547929111,-0.333015782,0.512046312,-1.193697268,1.584859555,-2.716323468,-0.969565469,-1.789179612,-0.870949552,-0.971029946
YDR539W,1,0.161575391,0.215503416,-0.14794169,0.025627193,-0.309869591,0.319908396,0.092030204,-0.718796865,0.793557603,0.522354823,0.600500136,0.592533278,0.391126327,-0.050972457,-0.016538276,0.784066537,-0.240703374,0.373152842,0.379287507,0.150442498
YEL050C,1,2.536576411,2.129787116,2.278806462,2.318621409,2.295031222,2.163473942,2.43813943,2.005014322,2.049905831,2.787518159,2.475744908,2.32625413,2.344744888,2.575337506,2.422239061,2.535063073,2.162646934,2.114753678,2.393983058,2.469463046
YER020W,1,-0.414349996,0.01734726,-0.079547099,-0.17782369,-0.263273458,-0.100076769,-0.068481395,-0.404402,-0.175532098,-0.052027127,-0.159657344,-0.145844304,0.324935008,0.180952827,0.038403557,0.04820572,0.200285683,0.62989776,-0.006505245,0.486884572
YER027C,1,-0.534507837,-0.481455553,-1.462186144,-1.229780611,-1.44007134,-1.168910083,-0.71426532,-1.829512036,-0.816754273,-1.488230271,-1.353112813,-0.14454908,-1.429583598,-1.135149226,-1.964468608,-0.665141647,-1.155990224,-0.608939583,-0.984876955,-0.915639652
YER048W-A,2,-2.653180025,-3.185583004,-1.064276624,-0.895582345,-2.668746345,-1.601292113,-2.187681767,-1.851555044,-1.807060118,-2.115578932,-1.420023249,-2.983396545,-1.567290286,-2.392293737,-1.457664918,-2.147715931,-1.890172261,-4.26083114,-1.792199211,-2.157874576
YER083C,2,0.166160082,0.1547313,-0.779662545,-0.545667208,-0.419006464,-1.037200215,-0.417309808,-0.997843268,-0.714933003,0.248137632,-0.269518844,-0.108836752,0.30191611,0.127252855,-0.742215185,0.034756856,0.206916968,0.287435102,-0.22381593,-0.169495318
YER107C,2,-1.240588809,-1.659299227,-0.710954301,-1.13585372,-0.90057688,-1.063996305,-1.434048536,-1.171670608,-1.16776174,-1.103535441,-1.347446687,-1.261101283,-0.951045454,-1.673136731,-1.104393335,-1.442956134,-1.380499009,-1.652642642,-1.519056119,-0.826513017
YER131W,2,2.055915177,2.005557352,0.342837079,0.329922216,0.369531156,0.076685835,1.302331876,-0.11264652,1.414708321,0.754240011,0.857146847,1.822667712,1.114393182,1.226172073,0.342889512,1.309806352,1.419618207,1.199469935,0.944209411,1.130691279
YER142C,2,-0.324573232,-0.238673655,-1.293840813,-1.756300467,-1.455287675,-1.240131,-0.568519074,-1.330329956,-1.210065376,-0.288311452,-1.413651078,-0.673034487,-0.560242125,-0.053984691,-1.79662446,-0.483302279,-0.11644663,0.504403362,-1.078352335,-0.13100904
YER166W,2,-1.272002743,-1.288040098,-2.835692295,-2.482050179,-2.603120373,-2.836491176,-2.157735837,-3.119761311,-1.548756753,-2.363138532,-1.965472359,-1.803829093,-1.381055912,-1.726465148,-2.346310208,-2.065248446,-1.480729889,-1.305171598,-1.908013183,-2.200852407
YER168C,2,-0.854336987,-0.753346072,-0.987214901,-0.991396229,-0.975189299,-1.275361482,-1.103939724,-1.127424683,-0.757035285,-0.561552695,-0.784447688,-0.458638986,-0.959028047,-0.749563203,-1.10051895,-0.758859724,-0.860936133,0.025624279,-0.997638406,-0.505329984
YER183C,2,-2.137618946,-2.463721702,-1.171697503,-0.952437187,-1.12472018,-1.264819852,-2.707060664,-0.689203869,-1.810482094,-1.176368291,-1.31893911,-2.849277774,-0.890092331,-1.82457661,-0.975846989,-2.28589238,-1.576830164,-1.523782643,-1.948123546,-1.384769822
YFL017C,2,0.984769469,0.927683066,-0.455508132,-0.382580407,0.107878669,-0.066159253,0.384630543,-0.86870215,0.528236335,-0.440185587,0.189440433,0.469079671,0.079871316,0.024970977,-0.757986966,-0.21680771,0.183719677,0.244906191,0.086746222,0.193071797
YFL017W-A,2,-1.181686158,-1.205563576,-2.937381483,-3.047784687,-2.511647144,-1.927183586,-0.977621822,-3.702521404,-1.077954539,-2.267712843,-1.924733643,-0.730057508,-2.102547806,-1.747580516,-2.364089959,-1.331654875,-1.471761418,-1.471157199,-1.749981972,-1.488528443
YFL030W,2,-3.576766203,-3.732086023,-1.098129746,-1.161153313,-2.981071681,-1.881027468,-4.506472186,-0.26709614,-2.770537582,-4.521744429,-4.012386412,-3.840587723,-2.495586692,-4.160839473,-0.955980743,-5.326510816,-5.544918136,-3.844308747,-3.236601279,-4.006375721
YFL034C-A,2,0.140456867,0.238600831,-0.254775643,-0.229455012,-0.306064163,0.229968676,0.857746035,-1.432039932,0.209767918,0.494061605,0.311946672,-5.62612675,-0.175629137,0.52798643,-0.293660061,0.677538023,0.924078963,1.161528255,0.194144497,1.136722419
YFL041W,2,-0.188968254,-0.27083794,-1.023985328,-0.914876414,-0.482161049,-1.762666942,-0.865091907,-0.397401122,-0.272557528,-0.683737702,-0.390145493,-1.395810688,-0.239153983,-0.389936501,-0.683701987,-0.468481507,-0.984646801,-0.419384003,-0.76515602,-0.494101127
YFL047W,2,-3.486885914,-2.9866296,-2.567403866,-2.576493487,-3.19953884,-3.914948329,-4.316916876,-2.826983854,-2.660936013,-2.53850381,-2.716022367,-5.618025253,-3.264354199,-3.21066345,-3.030938141,-2.593240297,-4.104321754,-3.086724881,-4.340344805,-2.514400379
YFR003C,2,2.329004498,2.512260508,1.640645987,1.614736396,1.705034698,1.97637562,2.435079002,1.492599468,2.723882416,2.023636116,2.09439462,2.395427713,2.046830103,2.021528822,1.55166032,2.179313268,2.226810072,2.350219598,1.840853288,2.083191754
YFR011C,1,-0.263311267,-0.207046239,-0.158905232,-0.313945835,-0.032458224,0.290505396,0.004008849,-0.056389295,0.628771065,-1.111486273,-0.041498574,0.273280344,0.597105742,0.171616268,0.287849007,0.249871155,-0.07951049,0.025014539,-0.023858243,-0.088067414
YFR016C,2,1.019097832,0.702159333,1.850660033,1.85760685,1.716833029,1.183313288,0.69475562,1.452165064,1.202251688,1.222127559,1.723078999,-0.87744171,1.724986185,1.198104715,1.820271795,1.425740445,1.66856811,0.604502323,1.177453746,1.102792407
YFR047C,2,-0.353631916,-0.234788266,-1.705993381,-1.555875543,-0.965724092,-0.613038018,-1.636922715,-1.671726884,-0.816300571,-0.867093686,-0.391763272,-1.864838272,-0.74560568,-0.927314241,-0.779641276,-0.593991138,-0.498285866,-0.736879037,-0.857251915,-0.979204246
YGL004C,2,0.025536425,0.268000971,-1.018689267,-1.111918686,-0.545229742,-0.800382013,0.530252693,-1.426997197,0.105556538,-0.63734741,-0.127054352,0.319508606,-0.99316177,0.19886372,-0.863846417,0.7986129,0.13811706,-0.101282221,-0.091885391,-0.195937141
YGL019W,2,1.253849861,1.214834832,0.393455975,0.51727714,0.850712099,0.79364308,1.142366331,0.335534274,1.212559811,0.899130691,0.979465773,0.849427018,1.241312857,1.230511777,0.458875944,1.196578073,1.280056635,1.215301804,0.908285273,1.23875215
YGL028C,1,1.741561601,1.862479302,-2.98887644,-2.622693815,0.255001497,-1.659346279,1.770703915,-1.376868965,-0.727179027,0.02225959,-1.14848556,-1.758495045,-1.053098234,1.13140834,-1.678293509,0.778077451,-1.169444424,-2.569443556,-1.747203237,-0.993916326
YGL044C,2,0.621809226,0.466844757,-0.739179847,-1.014908578,-0.970305648,-0.87883194,-0.149625473,-1.503423215,-0.627086236,-1.393311364,-0.214847016,-0.067711775,-0.399545492,-0.197970062,-1.169614504,0.238410634,0.327109284,0.134893434,-0.615708503,-0.088838753
YGL066W,2,1.155707555,1.080003856,-0.384858087,-0.275596551,0.146819273,0.282543474,0.58371768,-0.183025636,1.023231492,0.313274732,0.600569659,0.802747449,0.432070124,0.447030232,-0.155440448,0.616676823,0.583946302,0.741067166,0.355386643,0.481729561
YGL070C,2,-0.32092242,0.148675259,0.344028342,0.314592975,0.232150588,0.315095538,-0.059967927,-0.057908024,0.146700615,0.025413981,0.386123412,-0.12172957,0.410058858,0.178860634,0.303144425,-0.170837035,0.420493523,0.020154887,0.147706647,-0.027570585
YGL107C,2,-2.118437817,-2.096173276,-2.97995935,-2.986641336,-3.328099373,-2.789727683,-1.615500908,-2.809213178,-1.048183178,-3.158960271,-2.418875131,-1.0968392,-1.380515094,-1.361692619,-1.988535466,-0.624497812,-3.316523421,-1.222289424,-1.57837047,-0.641740039
YGL111W,1,-0.122763053,-0.04788791,-1.920026765,-1.18257323,-1.499958432,-1.543497324,-0.946282622,-3.480329233,-1.725650918,-0.326122719,-1.346499893,-0.225731158,0.532591236,0.094338999,-1.57205425,-1.091957938,-0.239322395,0.534138087,-1.589318594,-0.094954533
YGL112C,2,-0.826322813,-0.768056834,-0.992844494,-0.890473584,-1.125431529,-2.465670381,-1.669501523,-1.049446581,-1.569504054,-0.680384893,-1.156911186,-1.202257288,-1.274645701,-1.163021448,-1.03955761,-1.330692788,-1.729826318,-0.795490578,-1.114975425,-1.067897973
YGL121C,1,-3.258188281,-2.767234194,-2.465080419,-2.294632298,-2.0632415,-3.199209777,-7.190066236,-2.654560307,-0.985589805,-4.430268461,-2.412033164,-7.840568196,-2.224443813,-4.363362639,-1.748502709,-2.745195848,-6.95133187,-4.87989436,-2.469963761,-3.674077741
YGL153W,2,-1.552084705,-1.435753633,2.062983158,1.855512885,-1.177385301,-1.73436667,-1.758387241,-0.40763562,3.133231819,1.758962113,2.706203198,4.239671427,1.685564824,-1.946639308,2.211103853,-1.707165866,-1.839690127,-1.852231331,3.089872786,-2.018059119
YGL191W,2,-3.081784251,-2.889426756,-1.787215355,-1.970725063,-3.739455364,-2.233901406,-2.865868208,-2.378361031,-1.391297582,-4.800702051,-2.599682582,-2.152921861,-1.532912303,-2.84723301,-2.085223469,-1.071567475,-4.337487192,-2.285121149,-2.26931265,-1.424418291
YGL231C,2,-0.842143938,-0.683804878,-1.702064855,-1.573233146,-1.221926819,-1.639334549,-1.30096048,-1.901628507,-1.704693583,-0.950962572,-1.048185496,-0.939580756,-1.200047543,-1.232771706,-1.388697079,-1.243094003,-1.538620216,-0.716982132,-0.980767,-1.36061856
YGL244W,2,-0.653597342,-0.48056872,-0.233495432,-0.528637655,-0.802743731,-0.602189125,-0.454789862,-0.554312417,-0.466177502,-0.649274865,-0.707157452,-0.579164936,-0.125998043,-0.609555258,-0.371491456,-0.662102523,-0.706455538,-0.368199086,-0.356638067,-0.330613363
YGR005C,2,-1.680286903,-1.748456475,-2.477012977,-2.497559105,-2.658547114,-1.862806252,-1.668368063,-2.444441231,-1.408898269,-2.916313964,-1.861140674,-2.012202398,-2.187389725,-2.459411557,-1.922622853,-1.642673551,-2.868181039,-2.950903943,-2.036207547,-2.292328244
YGR012W,2,-1.827851067,-2.164875976,-1.936476547,-1.923916983,-1.779595406,-2.413644733,-1.967399796,-1.770977584,-1.974500243,-1.549790007,-1.53564384,-1.757310854,-1.866234137,-1.463471972,-1.920336628,-1.837386626,-2.742214758,-2.195085098,-1.444266505,-1.865833795
YGR020C,2,-0.352791076,-0.35810415,0.373593544,0.409485105,0.592840807,0.79914214,0.382862689,0.336779133,0.704695088,0.239410641,0.906616256,-0.846570292,0.236111994,0.053842513,0.43968692,0.398296665,0.16668067,-0.065026505,0.103668556,0.351392622
YGR028W,2,-2.881504261,-2.508602228,1.429780279,1.353295246,-2.109970367,-1.854079256,-3.297326417,1.955061443,-2.722077176,-2.780259903,-2.554533667,-2.319091424,-2.034897646,-2.800301559,0.831837725,-2.414538806,-2.871236296,-2.457808334,-1.661978663,-1.846456338
YGR074W,2,0.446710353,0.480391016,1.629825523,1.586477627,1.103321634,2.048773371,0.565538985,1.253930824,2.678158259,0.004660093,1.098906771,-0.040158137,1.219424895,-0.496224124,1.642385281,0.267150155,-0.141505969,0.137332047,1.899018939,0.643576512
YGR076C,2,-1.797327845,-2.05879527,-1.847758027,-1.959163263,-2.497760475,-1.858148728,-1.959716405,-1.808529139,-1.450020548,-2.908943673,-1.898162386,-2.347005091,-0.866407653,-1.454209767,-1.224071241,-0.876196375,-2.264261355,-1.630164736,-1.679486081,-0.834927619
YGR095C,2,-2.19688188,-1.700028711,-3.201897105,-2.909853719,-2.530369873,-2.235982366,-2.026161627,-3.29773504,-2.114921391,-2.061743978,-2.042176474,-1.611582508,-1.709644455,-1.841585077,-3.002135716,-1.920627081,-1.69382538,-1.420100139,-2.420309646,-1.715346964
YGR123C,1,-1.094907973,-0.37194978,-0.967193794,-1.465552047,-2.115524044,-1.753864319,-0.832242725,-1.788562094,-2.159421351,-1.196848576,-1.909034909,-4.352195085,-0.591277863,-0.753492037,-1.761986567,-1.600076952,-0.624877286,-0.170882512,-1.625273448,-1.047243054
YGR156W,2,-1.978548791,-1.99997116,-2.144516224,-2.015750905,-2.95582073,-2.981125524,-2.5242902,-2.775583141,-2.471466066,-1.899913352,-2.112293765,-2.543836286,-2.052901682,-2.055507361,-2.190599235,-1.645563185,-2.228473656,-2.092046466,-1.962862745,-1.3769427
YGR167W,2,2.879821687,2.967859189,1.779917532,1.863171754,2.321387628,2.475352854,2.840190836,1.588117509,2.69633376,2.427356027,2.302029577,2.959344879,2.718773175,2.528383799,1.88121512,2.267168188,3.169267303,2.800636178,2.415376036,2.375255242
YGR177C,2,0.958605796,1.362436461,0.597856015,0.379825622,0.987741057,0.696384376,0.779493364,0.330870807,1.186821708,0.903622468,0.839673962,0.853748938,0.780116957,1.203105814,0.892589918,1.048320752,1.121651502,0.692873749,0.604656418,0.424529936
YGR193C,2,-1.94914572,-2.853986534,-1.987229782,-2.090209376,-1.42448006,-1.248690035,-1.865328755,-1.486427534,-0.789452342,-2.4525093,-1.158695192,-1.380666923,-2.805373989,-3.275099263,-1.704708761,-1.457678989,-3.658245918,-3.503992148,-1.774307571,-2.702671693
YGR215W,2,0.196610095,0.176990456,-0.387455259,-0.208543244,-0.352948359,0.113020053,0.332620183,-0.134761121,0.734078379,-0.666415354,0.140607324,1.266101396,0.713066031,0.333353265,0.497129705,1.327464836,-0.575724473,0.718896348,0.394406059,0.905264368
YGR233C,1,-1.288145148,-1.489514267,-3.838120046,-3.368869955,-2.220872906,-3.482604953,-1.931218713,-3.95393793,-2.140866584,-2.314401599,-2.349765698,-0.958884693,-2.907765534,-1.925945369,-3.799196473,-1.882358314,-1.375694591,-1.472811594,-3.125373522,-2.575563067
YGR256W,2,1.541019074,1.520016931,1.029119085,0.983247366,0.907379844,1.135517092,1.215702611,1.134267789,1.223324339,0.344680263,0.82678698,1.513308159,1.250581705,1.31068495,1.446870096,1.465062451,1.13376148,1.185158317,1.089738681,1.488902363
YGR281W,2,-2.30353327,-2.340731113,-0.536671899,-0.539353075,-1.573658324,-2.07426012,-3.441804752,-0.596057662,-3.12997784,-1.377131424,-2.870939103,-2.661560711,-1.078778731,-2.910162136,-0.800558091,-3.506559159,-1.682295047,-1.447499853,-1.668107753,-1.581257513
YHL004W,1,-5.075982139,-5.316695973,-1.965567894,-1.888580024,-2.758516157,-2.460669692,-4.658863424,-0.908751081,-2.580710018,-2.567329843,-2.753000669,-5.800168906,-1.935469368,-3.09092413,-0.933945067,-1.951046868,-4.527111859,-2.086580232,-2.035415188,-2.024381309
YHR005C,1,-2.544008336,-3.415683338,-3.328328725,-3.037291626,-4.051641525,-4.447332248,-2.60912918,-3.486965241,-3.124524847,-3.705992325,-2.93793139,-0.77468251,-2.463624693,-1.706782773,-2.979728509,-2.129223727,-3.227343157,-1.207906958,-2.533053371,-1.722576779
YHR009C,2,-1.299353177,-1.545718412,-1.800268581,-1.51833924,-1.290486026,-1.155013995,-1.760889806,-1.438800661,-0.945385958,-1.727324288,-1.367014528,-1.553247495,-1.646397903,-1.937960291,-1.575310841,-1.265291815,-2.443359545,-2.108305296,-1.222881121,-1.526698197
YHR012W,2,-0.400741064,-0.376558687,-1.467707716,-1.366129149,-1.360568583,-1.220325412,-0.594039479,-1.383050896,-0.598745287,-0.690484722,-0.673804446,-0.37384917,-0.705968064,-0.509355694,-1.356283735,-0.646602785,-0.448214491,-0.217764191,-0.679825447,-0.561687183
YHR028C,2,0.010976024,0.001316523,-1.350576626,-0.789379378,-1.242430571,-1.359010152,-0.781626495,-1.3803609,0.134166045,-1.143982646,-0.582648017,-0.988020116,-0.115346919,-1.129513887,-0.910290138,-0.40272947,-1.87291512,-0.708282709,-0.474858177,-0.875950826
YHR046C,2,-1.342461972,-1.516576664,-0.707265812,-0.49333581,-1.037953609,-1.153004729,-1.547693726,-1.045946858,-1.152846725,-1.151762366,-1.143843275,-0.852864156,-0.635008901,-0.850413151,-0.88402454,-2.130360155,-0.523649909,-0.593942324,-1.1850228,-0.855173788
YHR060W,2,3.06392733,3.040098547,1.892837932,2.029994984,2.110242702,2.610244331,2.810300458,1.825514895,2.664248573,2.518218866,2.46063835,3.225998668,2.145116439,2.50189693,2.264414134,2.718234203,2.417456515,2.590530455,2.274586739,2.493142077
YHR069C,2,-1.762192995,-1.243917504,-2.382013056,-2.15308126,-1.947086539,-2.441177698,-1.456131341,-2.551492799,-1.831506961,-1.941355676,-1.742730004,-0.482883198,-1.275310196,-1.35130672,-1.941672102,-1.259941378,-1.593678249,-1.297767651,-1.633524,-1.142487845
YHR072W-A,2,-1.235759694,-0.876421319,1.400896642,1.529243585,0.394392628,1.229298065,0.379851549,0.743766014,0.107611873,0.7228887,0.549253826,-1.913178949,1.293562001,0.061409228,1.329869104,0.802876526,1.561957417,0.550307467,1.525492309,1.506057579
YHR076W,2,0.501713555,0.449805974,0.22086257,0.287367823,0.721418664,1.351507796,0.969326074,-0.272637967,-0.065527436,0.88171274,0.192953758,0.531309025,0.232680459,0.245156653,-0.044040814,0.319933651,0.662706504,0.350602512,1.221447928,0.564320848
YHR088W,2,-1.506095864,-1.341888451,-2.725509124,-2.478423238,-2.49845205,-2.642386892,-1.199039689,-3.596511046,-1.608875915,-1.528869718,-2.346979086,-0.146163113,-1.297773004,-0.79318733,-2.571307639,-1.299658609,-1.165170166,-0.280434829,-1.545960581,-0.878771794
YHR113W,1,-1.320223468,-1.301296849,1.244341932,1.182915608,0.051074566,0.693584646,-1.326812008,1.892682647,-0.59846111,-0.37315817,0.07565073,-2.174019461,0.454766448,-1.128018182,1.472844283,-0.383619039,-1.407220241,-0.78999086,0.149176609,0.496143662
YHR114W,2,0.252153868,0.389784794,-1.154635863,-1.166265277,-0.286670991,-0.37397198,-0.31526078,-1.30826767,0.037947677,-0.675348896,-0.232058752,-0.656825088,-0.312212311,-0.317113304,-0.867739293,-0.300520495,-0.658211464,-0.170773215,-0.301272829,-0.448562358
YHR132C,2,-1.417561463,-1.116028621,-2.720356843,-2.466506747,-2.036942966,-2.526928601,-1.447635872,-3.10638993,-2.191105103,-1.507864869,-2.041242834,-2.347513747,-1.751061577,-1.477902249,-2.386987824,-1.587214786,-1.635164754,-1.689210098,-1.921701063,-2.338809396
YHR158C,2,3.292975506,3.311002917,1.876792916,2.048032901,2.546151396,2.207641323,3.238812074,1.784277125,2.478673222,2.303608257,2.807743939,3.551979617,1.843314803,2.805357845,1.873654218,3.35683985,3.018464441,2.690580451,2.844847463,2.825689312
