Accession,Peptides used for quantitation,BY,BY 2,RM,RM 2,7.3.d,11.2.d,7.8.d,4.4.d,6.4.d,3.4.d,9.6.d,2.4.a,23.5.d,18.1.d,20.1.d,8.2.d,17.2.d,1.3.d,1.1.d,14.2.c
YJR103W,2,-2.927269216,-2.636711457,-1.666213597,-1.635662505,-2.482461873,-2.097183358,-2.857598763,-1.946136333,-2.463129586,-2.736210552,-2.271175799,-2.415409231,-2.261974833,-3.371879213,-2.22813874,-3.013764322,-3.451614735,-2.984201146,-2.415981019,-2.501137859
YKL053C-A,1,-0.872139683,-0.880845701,-0.843966996,-1.036488504,-0.770664944,-1.069717319,-0.795016229,-0.812115028,-0.819861601,-1.19935357,-0.621869808,-2.366610264,-0.637055157,-1.015569245,-0.674273673,-1.280511143,-0.383707657,-1.358074874,-1.037326682,-1.407110408
YKL120W,1,-4.789905861,-3.371749472,2.428587104,2.276066407,-4.251658591,2.902750692,0.118553122,1.92686578,-0.812962011,2.476025376,3.539938498,3.290694878,1.347479879,-1.952161468,-5.541964484,2.254512254,0.028032678,2.682871424,0.344023642,1.141582103
YLL023C,1,-0.935896926,-1.369629163,-0.924877434,-1.185319141,-1.506297586,-2.497410446,-1.749587847,-1.258026855,-1.320103483,-1.718223384,-1.60568797,-1.198206543,-1.732739797,-1.744965752,-1.423767136,-1.433720709,-0.782952198,-1.9367215,-2.483331676,-2.578467124
YLR134W,2,-5.701899593,-4.679767342,-3.422548321,-3.674579049,-2.86605272,-3.741813843,-5.581264374,-3.773619902,-4.64097544,-1.046707664,-4.138977162,-5.155107301,-0.767570381,-3.046802247,-4.493377462,-5.278136668,-2.361159916,-2.533512867,-3.510187745,-2.556254191
YLR182W,2,-2.021623063,-2.323638702,-0.831745289,-0.969806438,-1.401743685,-1.821790002,-2.446557628,-0.775853763,-2.007394995,-1.466908557,-1.943995561,-2.181882302,-0.903660588,-2.022307041,-0.922005478,-2.250992163,-0.643942513,-2.216383803,-1.393543885,-1.059633763
YLR188W,2,-3.744029019,-4.188594802,-0.196434998,-0.146821935,-1.234248353,-1.634914774,-4.438431713,-0.180781098,-2.111707578,-1.162474214,-1.362384126,-2.115159269,-1.193773084,-3.564672114,-0.150060454,-3.460005158,-2.693758792,-3.859605634,-1.220428517,-1.74828231
YLR219W,2,-0.06196239,0.312420368,0.171436069,0.5300848,0.821604517,-0.343364853,-0.877134345,0.734598875,1.003917643,-1.149746998,-0.153620535,-0.057316957,0.93083045,-0.966915013,0.647501169,-0.209633634,-0.922556268,-0.843634726,-0.156394336,-0.522647867
YLR337C,2,-0.621257427,-0.740622873,-1.870795071,-1.846675869,-0.967276979,-1.705265346,-1.830624402,-1.986346223,-1.730007032,-0.194954579,-1.451178025,-1.71807537,1.350682651,-0.150211442,-2.851547707,-1.933962473,0.032789903,0.557489156,-2.237631509,-0.572360063
YLR389C,2,-1.069689658,-1.03036082,-1.596014063,-1.468186355,-1.232625624,-1.161499466,-1.005997453,-1.030698523,-1.053001251,-1.080735139,-0.766744861,-0.499474067,-1.3845321,-1.41286788,-1.302939811,-1.119235298,-1.26977121,-1.2794934,-0.924598208,-1.457129987
YLR418C,2,-0.088137844,-0.659111028,-0.765661118,-0.987775519,-0.404483722,-0.540458421,-0.391909096,-0.326225516,0.307871634,-0.197921015,-0.745139008,-0.269980863,-0.097774814,0.333239642,-0.547887897,0.119835686,-0.453383158,0.625857049,0.051072479,0.483198897
YML110C,2,-1.194585526,-1.10688269,-1.967245207,-1.890151132,-1.624201259,-1.337281691,-2.028895723,-1.105857812,-0.292689924,-2.429725201,-0.842028332,-1.644899788,-2.539536782,-2.378826201,-1.462394042,-0.821833902,-3.915109789,-4.763507835,-1.460967457,-2.82055535
YML117W,2,-0.930095677,-0.969051428,-1.022191486,-0.995577206,-1.160321036,-1.104331451,-1.506217804,-1.160384939,-1.377034226,-1.31882744,-1.190000636,-2.669064119,-1.09639605,-1.429213074,-1.183701917,-1.39186274,-1.038910774,-1.125691977,-1.197362449,-0.812651505
YMR002W,3,2.062572006,2.262147292,0.937152527,1.143304156,2.938781781,1.446676651,2.777900554,2.582230385,3.065858647,1.987269329,1.807979692,0.955851151,2.80487899,1.258605251,3.147319586,1.330333068,1.57502925,1.026004286,1.480954478,2.408871114
YMR027W,2,-1.187639888,-1.361822773,-1.457047193,-1.859839913,-1.845141626,-2.539497066,-1.589863602,-2.165596538,-1.931209053,-1.519240046,-1.404145388,-1.224962537,-1.991695785,-1.963086226,-1.922360716,-1.734195837,-1.872604619,-1.610602642,-1.616016612,-1.425504657
YMR090W,1,1.177942409,1.258117425,0.477556452,0.483725758,1.329415964,1.182917427,-0.33545416,1.186360541,2.030421882,-1.864506054,0.4109346,-1.911264303,1.272717869,-1.231210406,1.477697733,-0.040366198,-0.956436599,-0.614196383,1.012107601,-0.296863945
YMR091C,1,-3.23976255,-1.765428515,-2.912099255,-3.231494227,-3.491709321,-2.81814762,-2.634394298,-3.916711517,-1.313162173,-2.866077396,-2.434942222,-1.992514131,-2.715074699,-2.358456395,-3.027405282,-1.823488265,-2.104942531,-2.73601987,-1.793144137,-2.172147135
YMR193W,2,-2.915427076,-4.255823678,-3.372896351,-3.184924621,-3.390982626,-2.609927876,-3.534633464,-2.376436984,-2.366010969,-4.157878689,-2.791535365,-3.814185078,-1.750905308,-2.323841956,-1.941284109,-1.431560194,-5.945288046,-2.98315779,-1.952343968,-2.273702737
YMR215W,2,-1.239750562,-1.380817411,-2.713367148,-2.525323269,-1.947877934,-2.221969371,-1.864427142,-2.780479136,-1.664777027,-2.531226442,-2.087831499,-3.719936408,-2.422116346,-3.392683719,-3.087521447,-2.650780259,-2.710111363,-2.833131705,-1.735415418,-2.220900078
YNL084C,1,0.437894044,0.496738845,-0.580983318,-0.587503665,-0.29533692,-0.352063164,-0.016944257,-0.809154792,0.012831113,0.018698519,-0.069847419,0.008161554,-0.094642177,-0.129613102,-0.56189347,-0.217644629,-0.127744667,-0.192851786,-0.254493189,-0.138372734
YNL313C,2,-1.674438956,-1.933125436,-3.144184772,-2.851573276,-2.868388323,-3.176377408,-2.277345464,-3.27827553,-2.903516543,-1.740174737,-2.125775438,-0.772058405,-1.960981063,-1.662220326,-2.986654636,-1.943714188,-1.946638833,-1.390103709,-1.900901772,-1.783753676
YOL064C,2,0.510484586,0.582051387,0.270211294,0.104655748,0.182907008,-0.004111875,0.437069753,0.41156193,0.92546192,0.839680918,0.757182734,1.549812067,0.828335398,1.63363627,0.368495903,1.216391695,0.10342672,1.068335772,0.749141063,0.94509752
YOR108W,2,2.790221677,2.709794551,2.062453739,2.220789326,1.866580654,1.988175224,2.634980038,1.240290932,2.667971459,1.856792568,2.136543063,2.961967134,2.625680556,1.996775499,1.22905966,2.756248165,2.354181787,3.381753036,2.602885032,2.336201182
YOR110W,2,0.060495871,-0.056368931,-0.946022466,-0.849600394,-0.568903438,0.128914778,-0.776521327,-0.941237992,0.296378794,-0.836763151,-0.311693063,-0.48632824,-0.185534735,-0.800265704,-0.509381072,-0.231218655,-0.212416578,-0.697629185,-0.548370492,-0.71859799
YOR116C,1,-2.4370477,-2.055288047,-2.696651287,-2.549045325,-3.532893776,-5.341043064,-2.790299316,-1.559908263,-3.676872313,-2.446757974,-3.79784843,-1.082425201,-3.568478568,-2.253278292,-3.826078419,-2.870703241,-3.102944676,-1.577381386,-2.879191581,-2.258590683
YOR336W,1,1.88934365,1.857781148,3.99917047,4.139311677,4.683242174,4.193114975,2.225139652,4.428441088,2.08474154,4.847359686,3.695383702,0.373988416,3.248240056,2.892734989,4.336045051,2.484801455,2.909662459,2.348510423,3.714686901,3.253396981
YPL032C,1,3.751069881,3.769523665,2.605273538,2.737243205,3.278370153,3.036421385,3.797954412,3.128475133,3.77237158,3.64597309,3.21480773,3.999166191,3.246476834,3.79298494,2.819431486,4.024912774,3.563113156,4.473471985,3.236784246,4.129443996
YPL137C,2,-1.669060574,-1.48406177,-3.262266476,-3.653370812,-2.760179624,-2.270645077,-2.562478299,-3.397765875,-1.823486881,-3.841852136,-3.079554217,-2.760796019,-2.835976664,-2.96828252,-2.803534818,-2.733498645,-3.76104447,-3.077601345,-2.668522603,-2.766609586
YPL273W,2,0.396493296,0.481705822,0.841296112,0.728568392,0.237398175,0.316823243,0.723562052,-0.03093749,0.518440943,0.816826363,0.760484174,0.77990209,0.251838645,1.006738875,0.740604416,0.792539664,0.356589673,1.876749401,0.988879221,1.652192326
YPR020W,2,-1.563680261,-1.710325439,-0.643724065,-0.675974281,-1.495835073,-0.565815121,-1.306877963,-0.387360761,-0.948283358,-2.455581947,-1.22875562,-1.911819711,0.27335888,-1.40116443,-0.1394267,-0.285557917,-1.575417071,-0.631680474,-0.934165458,-0.300774207
YPR062W,2,1.859113221,1.876320936,0.907026274,0.973507023,1.395483046,2.011091734,1.908569999,0.979518265,2.006443513,1.332065515,1.48649573,1.757589545,1.123102611,1.403783557,0.979408762,1.766345559,1.899093909,1.537830071,1.721955799,1.640270087
YPR189W,2,-0.530331951,-0.955035349,-2.371271296,-2.467549864,-2.064124205,-1.551560021,-1.207546607,-2.20668763,-1.31004315,-2.130872988,-1.846207429,-1.478208821,-1.282672406,-1.534267098,-2.00454929,-0.97347041,-2.214595835,-0.782669659,-1.888656171,-1.355231926
YCL017C,3,1.231080797,1.218078597,1.33917855,1.315887183,1.079518255,1.349195834,1.440692427,1.506609287,1.876925765,1.490743184,1.586762833,1.019142973,1.51039172,1.262343769,1.289035237,1.184724045,0.692361204,1.512353783,1.398167867,1.309697199
YDL111C,1,-1.756337396,-1.899496318,-2.905699119,-3.114703358,-2.335046886,-2.902908764,-2.025068743,-2.547990468,-2.640717782,-2.22077048,-2.285672765,-1.39221383,-1.740155735,-1.54665858,-3.200158594,-3.283041318,-2.683695256,-1.403561768,-2.512815014,-1.95261143
YDL134C,1,-2.41071588,-3.522944904,-0.47666601,-0.059976516,-0.439889734,-1.10193012,-3.340850532,0.033536902,-3.385278977,-1.173521812,-1.614793798,-6.050279185,-1.332131088,-2.219766921,-0.420145537,-3.862383456,-2.551343041,-2.678171365,-1.384382376,-2.233045651
YDR483W,1,-3.243582179,-0.998511095,0.138847398,0.022064151,-0.672079978,-0.70685014,-1.535268766,0.208457712,-1.399863442,-1.15918871,-0.732983468,-2.097401864,-0.015280207,-1.222505722,-0.139878589,-1.247900397,-0.726739937,-1.196754702,-0.396345621,-0.599442827
YGL255W,1,0.425737891,0.437551256,-0.379435214,-0.319280431,0.131776,-2.567034562,-0.881495037,0.126065428,0.408081665,0.896445149,0.670289845,1.093279787,0.662598257,0.899992448,-0.187654232,0.3947034,1.130021627,0.463701542,-1.235529896,0.072256617
YGR103W,1,-2.170433337,-2.211908318,-3.695729405,-3.438533232,-3.023611072,-4.360084353,-2.305617396,-2.860615676,-3.159876415,-2.394811643,-2.57705851,-1.41653406,-2.69132348,-1.756901398,-2.67736808,-1.906785312,-2.516967941,-1.352309132,-2.159433649,-2.126363085
YGR229C,2,-0.245560303,-0.371914183,-0.903804501,-1.514312117,-0.312718331,-0.151779717,-0.423039138,-0.680733146,-0.010002986,-0.680704449,-0.278338031,-0.344143347,0.256220942,-0.907150697,-1.497958262,-0.497612353,-0.73947098,-1.230737743,-1.545160629,-0.858147243
YHR029C,2,-0.055343757,-0.136925321,-1.508223912,-1.948641562,-2.456272731,-2.151377813,-0.508948143,-0.64798179,-1.625630687,-0.058085441,-1.778767751,-1.478365638,-0.558704476,0.275088378,-0.978312229,-0.163196973,-1.299116285,0.197113745,-1.519388132,-1.693514417
YIR036C,1,-0.33115526,-0.542368065,0.246035875,0.293788735,-0.340740773,-0.49024744,-0.615183129,-0.224155576,-1.249942907,-0.205570785,-1.05336566,0.091623383,-0.062343029,-0.684015039,-0.382914049,-0.764876521,0.1085581,-0.62609302,-0.155964731,-0.266397863
YKR025W,1,-3.184414743,-3.697285584,-2.689212717,-2.088340073,-2.487359234,-1.980387936,-4.949870378,-4.111057014,-1.957831782,-3.445801592,-1.788024485,-4.820792925,-1.364315399,-2.137818354,-2.426945147,-1.634474601,-1.559470068,-3.202867953,-2.042148451,-0.958905233
YLL036C,1,0.01598528,0.008237986,-0.678940159,-0.671959983,-0.886859598,-0.957106854,-0.259021724,-1.553234242,0.064153212,-0.31801864,-0.177060302,1.294231985,-0.318547419,-0.35820618,-0.755132923,-0.171349411,-0.692487948,0.325798745,-0.566778969,0.023831232
YMR184W,1,-1.273750775,-1.051499977,-1.581930225,-1.989905205,-1.741367526,-2.578717172,-0.821685746,-1.964532423,-1.418788803,-2.387562484,-1.019169253,-0.588493179,-3.629226749,-2.163656768,-1.818578444,-0.036788062,-2.653621922,-1.994182255,-1.018242724,-1.451200506
YOL126C,1,-5.276709702,-5.059875212,-1.676400612,-1.76512521,-2.543384311,-4.143240651,-6.888726939,-1.602911814,-3.271905919,-2.17163032,-2.461412303,-4.936067521,-1.834907258,-2.872028665,-2.33331626,-2.603506612,-6.682831743,-5.724369593,-3.7248546,-4.740432804
YOR143C,1,-4.384336175,-4.289687494,-3.622413308,-4.366353461,-3.883070186,-4.492779851,-4.468540676,-4.816610033,-3.847657603,-4.132891672,-5.197520793,-3.677879426,-3.266782197,-3.672584736,-4.556375585,-4.633051336,-3.501675974,-3.193004072,-4.064907578,-3.415762336
YPL173W,2,0.250410948,-0.410393074,-0.755958589,-0.982058201,-0.542455155,-0.653697608,-0.211417918,-0.407546939,-0.099228846,-0.56260134,-1.207080887,-0.489381744,-0.695545928,-0.219295301,-0.035329392,0.549688679,-1.468437254,-0.294744086,-0.222018079,0.042462387
YAL061W,2,0.01071685,-0.512767272,-1.36058611,-1.409001999,-0.736027603,-1.140280938,-0.618096459,-1.029512155,-1.54855088,-0.894362879,-0.989287084,-0.232900163,-1.149003034,-0.625392611,-0.912536238,-1.291911753,-0.373223971,0.510088791,-0.881387287,-1.023110274
YBL086C,2,-2.222006229,-2.299213452,0.221155691,-0.123568862,-0.270146672,-0.594713755,-2.278125336,-0.032295709,-1.812128196,0.023178943,-0.864174839,-3.774279524,-0.428157995,-1.627928469,-0.150135083,-1.63322539,-0.727013924,-1.916176816,-0.649671767,-0.675849472
YBR034C,2,0.09823145,0.339505742,-2.540300493,-2.663394819,0.114938253,0.077902296,-0.039205812,-0.295264116,-0.58151965,0.313885248,0.102627467,-0.51715625,0.906548814,1.192560164,0.494176687,-0.245594592,1.043315919,1.021617408,0.046656207,0.464761816
YBR058C,1,-0.647367453,-0.602277064,-1.606960675,-1.538908918,-1.331036005,-1.543729624,-0.630945872,-1.771652908,-0.91459427,-1.146896886,-1.286592263,-1.101870446,-0.918322625,-0.750784431,-1.762608933,-0.788433451,-0.703536926,-0.490411678,-1.056820526,-0.648307248
YBR096W,2,-1.792127154,-1.360776679,-3.251850606,-2.739578608,-2.611300758,-3.243651245,-1.850107018,-3.38441561,-1.922229799,-1.779964635,-2.172907019,-2.467169388,-1.76244239,-2.365476466,-3.315152566,-2.089164329,-1.323586566,-1.37505409,-1.788900505,-2.161259278
YBR145W,2,-1.562167913,-1.998781322,-1.616696664,-1.60281483,-2.109981695,-1.827690817,-1.861927792,-2.263517697,-1.773678201,-1.188943552,-2.397085824,-0.597032044,-1.97964232,-1.076390305,-1.802850435,-1.344224228,-0.328946441,-0.661777593,-1.675863616,-1.295867094
YBR189W,1,5.530157876,5.479244446,5.304417195,5.430887287,5.134867399,5.136237607,6.140285547,5.001557705,5.215184415,5.599998173,5.371042722,5.90240735,6.005758798,5.786737918,5.273729183,6.313993073,6.482106865,6.016967671,5.905261824,5.937106717
YBR208C,2,-0.511079309,-0.575764635,-1.989545839,-1.769152725,-1.294114762,-1.957900242,-0.786810434,-1.825194868,-1.184560949,-1.10548412,-1.251591494,-2.04160049,-1.208441412,-0.934915748,-1.952189956,-0.765324559,-0.655948788,-1.002593803,-1.32818867,-1.480005634
YBR233W-A,2,-0.26889905,-0.38360833,-0.792264459,-0.812124852,-1.103461913,-0.72026406,-0.315311073,-1.689241906,-0.283828873,-0.894741698,-0.846228106,0.444577296,-0.813222143,-0.550984262,-0.957555729,-0.267713422,-0.543241162,-0.231196533,-0.638712977,-0.316201548
YBR234C,2,0.713249589,0.565418745,1.407151913,1.37252602,1.529725872,0.818092469,0.384003971,1.634743754,0.896738136,1.242738824,1.409676342,-0.351896399,1.513243221,0.942740082,1.347738326,0.535777556,1.072842159,0.186956799,0.888014207,0.799021427
YBR251W,2,-0.178469918,0.047232221,-0.782514439,-0.531349912,-0.785955498,-0.470414298,0.227762938,-1.025387135,-0.050075472,0.17454815,-0.222813667,0.248134634,0.209198396,0.209958628,-0.689332443,0.517999827,0.380396962,0.721885667,-0.014061001,0.484715603
YBR262C,1,-0.506985308,-0.579684296,-0.767834095,-0.98742474,-0.836508253,-0.385445033,0.622470714,-1.072949134,0.163996623,-0.042194442,-0.039459407,0.521291008,0.602487234,-0.550115801,-0.432749393,0.577206749,0.468554098,1.339476825,0.243595851,0.876298759
YBR272C,2,-3.762007463,-3.965387045,-3.680322916,-3.754220485,-4.072098173,-5.213969766,-5.073914635,-4.461188873,-3.622966886,-2.898555887,-3.279730376,-4.810968116,-4.131621926,-3.392004706,-3.769874218,-3.596122614,-4.305369824,-3.01316929,-3.528506085,-3.107071638
YBR289W,2,-1.128934739,-1.121066818,-2.156004682,-2.264928483,-2.136406216,-1.944596094,-1.434068558,-2.505732754,-1.466593052,-2.585230336,-1.621566418,-1.79413031,-2.182879668,-2.129573068,-2.276132553,-1.874477146,-1.757327161,-1.507889364,-1.712390692,-1.490090291
YCL033C,2,-3.042755045,-3.262398761,-4.034482013,-3.493475211,-3.228190998,-2.432136534,-3.208543309,-4.682985222,-1.697063719,-3.524439188,-2.342638441,-3.618871497,-2.95213898,-4.283822434,-3.322525477,-3.266041802,-4.414833248,-4.730486313,-3.178010498,-4.560662108
YCR034W,2,-3.289057348,-2.485398895,-1.738109311,-1.84310873,-2.49437821,-3.312560312,-2.913841019,-1.893022853,-3.599166577,-1.435908779,-2.28150819,-2.339846582,-2.41709736,-2.7039651,-2.197730351,-2.805239759,-2.597208089,-1.639576102,-1.51111955,-2.727244205
YCR046C,2,-2.473993645,-2.1280293,-2.021246957,-1.727352482,-2.802697765,-2.489620879,-2.682414606,-1.792524327,-1.399597454,-3.669396032,-2.228410648,-2.258489325,-1.770344237,-2.163335098,-1.986514903,-1.262408586,-3.086676756,-1.863804864,-1.647944713,-1.617053326
YCR073W-A,2,2.065310199,2.037775643,1.102930647,1.247566702,1.221430159,1.052726182,1.735273801,1.523018984,1.557503507,0.931246814,1.382748643,1.713146441,1.799935419,1.335056677,1.202381227,1.768039494,1.172961264,2.09191471,1.218992117,1.794782743
YCR086W,1,-7.635052332,-7.163236299,-2.176305122,-2.039841325,-2.274299994,-3.191720994,-5.648156905,-2.951804207,-2.995806414,-3.089282087,-2.322505784,-9.5314284,-3.639607266,-5.838351937,-2.745301607,-4.858912198,-7.120431905,-5.24228783,-4.234932419,-4.917481777
YCR090C,2,-1.273971895,-1.354544397,-1.804466161,-1.808660394,-1.993517326,-1.782833429,-1.851762532,-2.504784508,-1.579365091,-1.167007169,-1.538080009,-1.137928546,-1.462666391,-1.260414962,-1.864774874,-0.963748095,-1.113869253,-1.255937914,-1.558628649,-1.746354009
YDL002C,2,-0.927449073,-1.299688888,-1.863740496,-1.956641495,-1.81807951,-1.691892853,-0.946419972,-2.514094866,-0.908577059,-1.487135499,-1.27871626,-0.598335619,-1.405082703,-1.274448512,-1.661307466,-0.754819336,-2.461002588,-1.707997727,-1.111502851,-1.139762616
YDL019C,2,-0.737900763,-0.887641945,-1.764566846,-1.673922063,-1.508679286,-1.964877888,-2.021144135,-1.523242124,-1.332215406,-1.960551414,-1.310740653,-1.839804844,-2.397233916,-2.032520963,-1.934722005,-1.691754694,-3.017836574,-1.957930559,-0.992408223,-1.724746653
YDL052C,2,-0.469334633,-0.3506677,-1.09899754,-1.070164031,-0.921498883,-1.743286981,-1.351410135,-1.141746954,-1.485473444,-0.352268249,-0.725039738,-0.650264001,-0.715585983,-0.238787706,-1.210771412,-0.808972462,-0.74762807,-0.011792306,-0.1631293,-0.487684836
YDL120W,2,0.634890925,0.071601959,-1.865710903,-1.894791821,-0.85407109,-0.677927457,0.656364919,-2.153789674,-0.517197459,-1.29410985,-1.051141676,-0.937380974,-0.604644064,-0.862705831,-1.436848519,-0.195384214,0.415222077,-0.531494058,-0.580500642,-0.64353017
YDL131W,2,2.036286154,2.091831603,2.3161449,2.298871046,1.118727453,0.329772918,2.329832519,0.997589928,1.97506654,0.939700498,0.682105628,3.434895276,1.550894712,1.136192795,0.095759165,1.256564954,3.009629428,1.7381088,2.283466128,1.582447969
YDL165W,2,1.079908607,1.057549132,1.312058615,1.43367596,1.772224494,2.108178804,1.632929648,1.679127078,1.684597944,1.654813554,1.905077439,0.965699326,1.497797808,1.34050806,1.680967969,1.251152561,1.452421566,1.146508853,1.603074817,1.55544271
YDL173W,2,-1.405030273,-1.996191166,0.122846604,0.109902209,-0.301302392,-0.002171155,-0.723254259,-0.247579974,-0.868442353,-0.324318584,-0.567583115,-2.999418841,0.036808818,-1.227850863,-0.036797197,-0.778439666,0.129008886,-0.594981339,0.026408938,0.080695745
YDL181W,2,1.510465888,1.481223864,2.564395868,2.479185158,1.547864672,3.325728233,1.852079858,1.944932635,2.875533776,0.028435701,2.138091667,1.178975112,3.240218549,1.039266947,2.794024637,1.993786573,0.452361839,1.434519839,2.294251977,2.417539448
YDL208W,2,1.765404735,1.549447318,1.432306432,1.483901424,1.675936049,1.686627766,1.475459908,1.348984435,1.082722463,2.099044919,1.581402024,2.355116399,1.864964155,1.583540156,1.4456091,1.913633863,1.725768221,2.45544143,2.107160826,2.066950594
YDL237W,2,0.526311004,0.634522276,-0.5564607,-0.565290051,-0.234087658,-0.035054913,-0.124632944,-0.489259461,0.287104946,0.01099846,0.146660695,-0.563145741,-0.363232646,-0.059661469,-0.580534345,0.025078906,-0.028372232,0.333680384,-0.249923251,-0.238455333
YDL245C,1,-4.760999698,-5.154924431,-0.253591614,-0.093416338,-3.958134442,-2.446533801,-4.893454532,-0.679672735,-6.074883671,-6.144539279,-4.424343614,-3.567867732,-4.868260701,-5.629021524,-1.257248574,-4.970543252,-4.490881132,-9.942196158,-3.402430656,-3.999909616
YDR017C,1,-2.384719175,-2.732635428,-4.018968212,-3.664304075,-3.540590476,-4.819118665,-3.811635336,-4.202064915,-2.974108013,-2.847638863,-3.172902064,-3.150471514,-3.055875771,-3.032635086,-3.748275652,-3.180413479,-3.072860416,-2.228494359,-3.211839244,-2.791598119
YDR028C,2,1.150513907,1.124014106,0.536561361,0.637086237,0.442862741,0.14425442,0.516061339,0.022434495,0.535110602,0.859205616,0.616727431,1.239466867,1.288376114,0.875969432,0.357672391,0.828426812,1.127079924,1.709415574,0.783367258,1.132787803
YDR044W,2,-0.451872704,-0.511281643,-1.499581632,-1.570568978,-0.797459863,-0.072430421,-0.541684361,-1.464785694,-0.791541369,-1.181210828,-1.206004139,-1.502424313,-1.116667415,-0.357121144,-1.137819737,-0.720128123,-0.521701851,-0.69046347,-0.702956456,-0.801178113
YDR061W,2,-1.698820423,-1.781261217,-1.730027894,-1.568369921,-1.81465936,-1.452510531,-1.791641171,-2.210571145,-1.162809053,-1.620027899,-1.169694867,-0.360756739,-2.364394293,-2.251534897,-2.008722821,-1.342000416,-3.257732332,-2.79579717,-2.141345118,-2.193386085
YDR063W,2,0.77936745,0.673731462,0.910546935,0.786157358,0.830825222,0.817932087,0.482682749,0.905631837,0.856495804,-0.145873556,0.623825695,0.22218003,0.371567371,0.383005987,1.033491087,0.518509223,0.497423859,0.507450965,0.991527806,0.523942934
YDR098C,2,0.153351826,0.06823892,0.462468211,0.638594258,0.036838735,0.407255883,0.302508349,0.266834758,0.619438387,0.201035818,0.697780137,1.354809002,-1.266859391,-0.537454632,0.058475588,0.681271412,-1.536301028,-1.66209754,0.446513758,-0.346327048
YDR161W,1,-4.243089361,-4.233148177,-4.62055604,-4.31044999,-3.53136264,-3.756231947,-4.407854358,-5.36064727,-3.901788265,-2.946097856,-3.734287047,-9.752409998,-3.142355422,-3.804104104,-3.670254866,-4.165841604,-4.349910056,-3.47004463,-3.819771113,-3.058867939
YDR162C,2,-0.145354841,-0.492426746,-0.729669492,-0.629596962,-0.886474672,-0.247107057,-0.191336645,-1.451654029,-0.054982583,-1.033107942,-0.397572945,-0.843066847,-0.349983924,-0.764366125,-0.741094893,-0.362535795,-0.287752318,-0.918696503,-0.637961055,-0.128173659
YDR164C,2,-0.074941885,-0.103238349,-3.12795277,-2.779470622,-1.887686793,-1.593698343,-0.410439307,-2.03937375,-1.408891174,-2.399531677,-1.948354725,0.296170545,-2.48871573,-3.186967424,-2.427488912,-2.097677123,-2.122320095,-3.057932417,-0.943405416,-3.321742602
YDR168W,1,2.920063629,3.0501612,2.27210533,2.41526032,2.342454152,2.426307899,2.954866318,2.311261364,2.854857164,2.253564654,2.435787732,3.122593803,2.507995502,2.629331319,2.170050889,2.598376934,2.911202548,3.19405896,2.577646316,2.952148767
YDR171W,2,2.40344952,2.347253959,1.581540854,1.653807223,2.037348919,2.269563135,1.743835688,1.522579089,3.06009719,0.646189807,1.74206132,1.582703794,2.166065352,0.502762867,1.882757536,1.686796734,1.268111697,1.256162409,0.975544778,1.523740476
YDR174W,2,1.045382144,1.174164898,1.116889287,0.97990259,0.860612836,1.228589904,1.410956442,0.642019565,1.642798401,0.78441702,1.147651058,2.107692186,1.376133229,1.551349755,1.002624255,1.804333276,1.298661279,1.44322646,1.401767714,1.746629348
YDR177W,1,1.268729166,1.675064443,0.612115849,0.676287984,0.43226245,0.639156106,1.508032583,-0.008820577,1.142453088,1.032732874,1.515352556,1.756868479,1.28583138,1.392969983,0.690803408,1.504753945,1.33755618,1.528943215,1.305993017,1.585648342
YDR221W,2,-1.852701126,-1.658505735,-3.482465573,-4.449129659,-2.722405237,-3.015078248,-2.578687347,-5.442270455,-2.173562804,-3.044527977,-2.657439142,-2.649963228,-2.872707081,-3.044024213,-3.684169881,-2.37955895,-2.9662059,-3.104004389,-2.873756439,-2.550699884
YDR231C,1,-1.834677613,-2.018114679,0.64721334,0.459709617,0.191848672,-0.210812706,-1.600413561,0.694526181,-0.973552054,-0.450838511,-0.578003601,-3.403442623,-0.103240276,-1.971323077,-0.268910273,-0.807195862,-1.034816066,-1.316433341,-0.798039354,-0.802067733
YDR232W,2,0.700400429,0.470553153,-0.040520667,-0.120767015,-0.090161435,0.085746042,0.416065385,0.051788928,0.450674416,-0.073227374,0.129983186,-0.144992481,0.808925667,1.058116511,0.435749063,0.834871962,0.445598461,1.061412291,0.37903786,0.689572718
YDR292C,2,-0.566756209,-0.719094879,-1.228635602,-1.064269821,-0.675088478,-1.387334004,-0.882815122,-1.556833683,-1.233390343,-0.364535589,-0.76538419,-1.004494486,-0.285353688,-0.509576542,-1.249641912,-1.147426568,-0.682960432,-0.338890984,-0.792088272,-0.747332007
YDR365C,2,-1.365816689,-1.099465223,-1.827925129,-1.89993251,-1.762982542,-0.694672647,-1.322711696,-2.074177564,-2.654270686,-2.159915442,-3.197012179,0.38175658,-1.487347878,-2.367832313,-2.557282824,-1.157503588,-1.969202222,-4.622933325,-1.158065065,-1.565613571
YDR376W,1,-6.518896394,-10.0615056,-2.23269005,-1.814614034,-2.23541049,-2.380798886,-7.356585752,-1.623768717,-5.525935611,-2.411456937,-2.616783962,-11.0265223,-4.899329471,-5.773380438,-1.592183482,-5.651199721,-8.194198526,-8.491622029,-2.369407861,-3.347076948
